Track Name,Album Name,Artist Name(s),Genres,Duration (ms),Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence,Tempo,,PC1,PC2,PC3
Come Alive,The Greatest Showman (Original Motion Picture Soundtrack),"Hugh Jackman,Keala Settle,Daniel Everidge,Zendaya,The Greatest Showman Ensemble",pop,225933,0.702,0.77,-9.411,0.128,0.00558,0.000802,0.235,118.034,,-0.400873198,0.086002893,-0.241158988
The Other Side,The Greatest Showman (Original Motion Picture Soundtrack),"Hugh Jackman,Zac Efron",pop,214373,0.638,0.795,-8.45,0.302,0.00433,0.00139,0.31,153.99,,0.625097719,-0.075945398,-1.651650052
Good Morning Baltimore,Hairspray (Soundtrack To The Motion Picture),"Nikki Blonsky,Motion Picture Cast of Hairspray",pop,234093,0.628,0.832,-4.365,0.0618,0.191,0,0.744,133.037,,-0.174773293,-1.04442448,0.643296464
Rewrite The Stars,The Greatest Showman (Original Motion Picture Soundtrack),"Zac Efron,Zendaya",pop,217440,0.684,0.619,-7.005,0.0386,0.0716,0,0.284,125.046,,-0.934580764,0.015527868,0.383775748
The Nicest Kids In Town,Hairspray (Soundtrack To The Motion Picture),"James Marsden,Motion Picture Cast of Hairspray",pop,162293,0.55,0.891,-5.599,0.186,0.0393,0,0.725,169.963,,0.984711055,-1.30523382,-1.198972399
It Takes Two,Hairspray (Soundtrack To The Motion Picture),"Zac Efron,Motion Picture Cast of Hairspray",pop,184293,0.331,0.654,-6.284,0.0411,0.362,0,0.63,206.511,,-0.511788724,0.403930355,-1.022201785
(The Legend Of) Miss Baltimore Crabs,Hairspray (Soundtrack To The Motion Picture),"Michelle Pfeiffer,Motion Picture Cast of Hairspray",pop,247933,0.62,0.578,-6.685,0.186,0.724,0,0.766,133.675,,-2.18618505,-0.541660656,-1.255852812
I ≠ DOLL,I ≠ DOLL,HUH YUNJIN,pop,150269,0.618,0.787,-5.456,0.0621,0.00289,0,0.389,159.996,,0.423684517,-0.746963969,-0.529362287
Raise y_our glass,Raise y_our glass,HUH YUNJIN,pop,212163,0.567,0.503,-6.119,0.124,0.581,0,0.184,72.798,,-2.319609139,0.684004916,-0.592344098
I Can Hear The Bells,Hairspray (Soundtrack To The Motion Picture),"Nikki Blonsky,Motion Picture Cast of Hairspray",pop,254346,0.615,0.57,-6.564,0.0315,0.727,0,0.346,111.927,,-2.728978098,0.614743068,0.060124622
Ladies' Choice,Hairspray (Soundtrack To The Motion Picture),"Zac Efron,Motion Picture Cast of Hairspray",pop,148146,0.685,0.943,-4.879,0.0644,0.0303,0,0.776,116.945,,0.202914569,-2.11525578,0.383035022
The New Girl In Town,Hairspray (Soundtrack To The Motion Picture),"Brittany Snow,Motion Picture Cast of Hairspray",pop,135693,0.767,0.73,-6.445,0.0983,0.264,0,0.959,129.971,,-1.158470879,-2.649356439,-0.664737048
Run And Tell That,Hairspray (Soundtrack To The Motion Picture),"Elijah Kelley,Motion Picture Cast of Hairspray",pop,231386,0.608,0.881,-4.765,0.205,0.0492,0,0.718,150.236,,0.903074001,-1.065419421,-0.455170299
"Big, Blonde and Beautiful",Hairspray (Soundtrack To The Motion Picture),"Queen Latifah,Motion Picture Cast of Hairspray",pop,155306,0.609,0.834,-4.639,0.0512,0.105,0,0.705,102.092,,-0.304017886,-1.538448821,0.575791244
"Big, Blonde and Beautiful (Reprise)",Hairspray (Soundtrack To The Motion Picture),"Michelle Pfeiffer,John Travolta,Motion Picture Cast of Hairspray",pop,65880,0.579,0.62,-6.325,0.106,0.713,0,0.787,104.697,,-2.474832372,-2.125124584,-2.040204904
(You're) Timeless To Me,Hairspray (Soundtrack To The Motion Picture),"Christopher Walken,John Travolta,Motion Picture Cast of Hairspray",pop,287186,0.487,0.408,-8.256,0.124,0.797,0,0.451,117.141,,-3.205141987,1.238139809,-0.910018083
I Know Where I've Been,Hairspray (Soundtrack To The Motion Picture),"Queen Latifah,Motion Picture Cast of Hairspray",pop,253226,0.286,0.493,-7.335,0.0332,0.629,0,0.241,173.556,,-1.907849567,2.239372416,-0.788112991
Without Love,Hairspray (Soundtrack To The Motion Picture),"Elijah Kelley,Amanda Bynes,Zac Efron,Nikki Blonsky,Motion Picture Cast of Hairspray",pop,219866,0.581,0.878,-5.227,0.119,0.426,0,0.431,98.04,,-0.617485527,-0.216018867,-0.0714912
(It's) Hairspray,Hairspray (Soundtrack To The Motion Picture),"James Marsden,Motion Picture Cast of Hairspray",pop,140106,0.424,0.773,-5.449,0.109,0.732,0,0.539,134.865,,-1.309408889,-0.279106098,-1.601180548
You Can't Stop The Beat,Hairspray (Soundtrack To The Motion Picture),"Elijah Kelley,John Travolta,Queen Latifah,Nikki Blonsky,Zac Efron,Amanda Bynes,Motion Picture Cast of Hairspray",pop,324706,0.52,0.944,-4.721,0.157,0.0382,0,0.725,170.484,,1.252744618,-0.132939961,0.312427054
Come So Far (Got So Far To Go),Hairspray (Soundtrack To The Motion Picture),"Elijah Kelley,Zac Efron,Queen Latifah,Nikki Blonsky,Motion Picture Cast of Hairspray",pop,256973,0.559,0.899,-5.118,0.124,0.138,0,0.717,165.386,,0.631356894,-0.579004679,-0.069189436
"Mama, I'm A Big Girl Now",Hairspray (Soundtrack To The Motion Picture),"Nikki Blonsky,Marissa Jaret Winokur,Ricki Lake,Motion Picture Cast of Hairspray",pop,198853,0.647,0.71,-5.355,0.156,0.685,0.000216,0.593,140.987,,-1.412032546,-0.757420449,-1.451370701
Rock with you,SEVENTEEN 9th Mini Album 'Attacca',SEVENTEEN,pop,180360,0.621,0.816,-5.242,0.104,0.0966,0,0.694,163.966,,0.340008776,-1.257958631,-0.549208385
Future Nostalgia,Future Nostalgia,Dua Lipa,pop,184881,0.875,0.813,-4.502,0.0579,0.00618,0,0.859,114.993,,-0.316160134,-2.66636323,0.806052521
Watch Me Work,TROLLS Band Together (Original Motion Picture Soundtrack),"Andrew Rannells,Brianna Mazzola",pop,150266,0.747,0.693,-4.416,0.05,0.0087,0,0.747,119.921,,-0.45546148,-2.130647466,0.354475577
Pag-ibig Na Kaya,Pag-ibig Na Kaya,"Julie Anne San Jose,Rayver Cruz",pop,261428,0.547,0.503,-5.861,0.036,0.442,0,0.418,83.857,,-2.331772729,0.587758357,0.860778393
Crying Over You ◐ (feat. RM & BEKA),Love Me / Love Me Not (Sessions),"HONNE,RM,BEKA",pop,244859,0.536,0.652,-7.452,0.102,0.0835,0,0.421,82.238,,-0.953951295,0.321220736,0.642426146
Mo-Eh-Wa,HELP EVER HURT NEVER,Fujii Kaze,pop,301933,0.629,0.585,-7.969,0.0572,0.43,0,0.296,81.973,,-2.297338696,0.895911723,0.787600078
For You,"Moonlovers - Scarlet Heart Ryeo (Original Television Soundtrack), Pt. 1","CHEN,BAEKHYUN,XIUMIN",pop,196549,0.533,0.838,-3.723,0.0319,0.102,0,0.449,75.021,,-0.244661287,-0.403571851,1.420623041
Stay With Me,"Guardian (Original Television Soundtrack), Pt. 1","CHANYEOL,Punch",pop,192441,0.558,0.526,-4.686,0.033,0.431,0,0.202,124.709,,-1.577132926,0.518177231,-0.242022119
Stay Frosty Royal Milk Tea,MANIA,Fall Out Boy,metal,171053,0.465,0.872,-4.653,0.0647,0.000643,6.57E-06,0.68,145.886,,0.675676566,-0.822673281,0.176392249
Mansae,SEVENTEEN 2nd Mini Album ‘BOYS BE’,SEVENTEEN,pop,186874,0.749,0.955,-1.767,0.0867,0.0547,0,0.761,111.96,,0.698445565,-2.253809564,0.71737984
boyfriend (with Social House),boyfriend,"Ariana Grande,Social House",pop,186106,0.4,0.795,-3.731,0.461,0.119,0,0.702,190.097,,1.77562283,-0.66030307,-2.597043721
Nangangamba,Nangangamba,Zack Tabudlo,pop,210354,0.62,0.547,-6.772,0.0248,0.112,0,0.208,98.032,,-1.444617516,0.408038976,0.728694466
Pano,Pano,Zack Tabudlo,pop,254400,0.375,0.457,-7.018,0.0315,0.868,0.0145,0.415,174.839,,-2.746878259,1.618266367,-1.025347173
Life Is Still Going On,Hello Future - The 1st Album Repackage,NCT DREAM,pop,218586,0.681,0.749,-3.436,0.0701,0.158,0,0.676,150.039,,-0.000563741,-1.206663466,0.188868298
disappear,disappear,demxntia,lofi,109741,0.476,0.36,-11.396,0.0494,0.96,1.92E-05,0.0341,140.575,,-4.1682092,1.304573784,-2.839675183
Snap Out Of It,AM,Arctic Monkeys,pop,193030,0.728,0.638,-6.455,0.0336,0.249,0,0.872,130.014,,-1.601951223,-1.690505896,0.418368071
I Wanna Be Yours,AM,Arctic Monkeys,pop,183956,0.464,0.417,-9.345,0.0256,0.136,0.022,0.479,67.528,,-2.637357346,0.419970513,0.79748325
Come Inside Of My Heart,CLAPCLAPCLAP!,IV Of Spades,pop,246396,0.676,0.565,-9.411,0.03,0.00321,0.000582,0.689,113.007,,-1.73688675,-0.517485775,1.109088017
Do I Wanna Know?,AM,Arctic Monkeys,pop,272394,0.548,0.532,-7.596,0.0323,0.186,0.000263,0.405,85.03,,-1.910015108,0.709565238,1.25511314
Just the Two of Us (feat. Bill Withers),Anthology,"Grover Washington, Jr.,Bill Withers",pop,438493,0.749,0.497,-12.609,0.105,0.41,0.0499,0.585,95.818,,-3.251392013,0.967754176,0.836814877
Cosmic,Cosmic,Red Velvet,pop,225864,0.718,0.565,-4.613,0.0537,0.0296,0,0.654,105.949,,-0.944985932,-1.125365852,0.937551336
Prologue,Stylish…,Lee Hyori,pop,108946,0.934,0.76,-5.098,0.281,0.0299,3.37E-06,0.862,100.035,,-0.158268458,-3.668440844,-1.340246718
Fast Forward,GAME PLAN,JEON SOMI,pop,160578,0.733,0.599,-5.747,0.0494,0.000929,0.000304,0.766,123.991,,-0.911748287,-1.869324809,0.281188792
Livin' la Vida Loca,Ricky Martin,Ricky Martin,pop,243160,0.425,0.954,-3.756,0.0476,0.00414,0,0.933,178.043,,1.139174018,-0.773426635,0.831310936
7 rings,"thank u, next",Ariana Grande,pop,178626,0.777,0.317,-10.732,0.308,0.591,0,0.33,139.848,,-3.030300863,-0.220249406,-3.168290314
Livin' On A Prayer,Slippery When Wet,Bon Jovi,metal,249293,0.532,0.887,-3.757,0.0335,0.0778,0.000206,0.794,122.509,,0.178048507,-0.798556249,1.517523327
Before He Cheats,Some Hearts,Carrie Underwood,country,199946,0.519,0.749,-3.318,0.0405,0.271,0,0.29,147.905,,-0.02507112,0.22900527,-0.027185666
We Are Young (feat. Janelle Monáe),Some Nights,"fun.,Janelle Monáe",rap,250626,0.378,0.638,-5.576,0.075,0.02,7.66E-05,0.735,184.086,,0.253393416,0.228905724,0.016615137
Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),"Meghan Trainor,John Legend",pop,225053,0.63,0.53,-7.259,0.0434,0.4,0,0.417,108.038,,-2.207388761,0.125874163,0.16491319
"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)","Snoop Dogg,Wiz Khalifa,Bruno Mars",rap,207333,0.715,0.655,-6.425,0.137,0.0525,0,0.531,95.078,,-0.721887786,-0.9694578,0.07594421
Content,INSIDE,Bo Burnham,pop,96415,0.774,0.848,-6.106,0.0347,0.00231,3.32E-06,0.716,115.01,,-0.432523554,-2.64091479,0.044105282
Comedy,INSIDE,Bo Burnham,pop,319713,0.47,0.565,-8.43,0.173,0.465,0,0.351,180.061,,-1.100356825,1.57304044,-1.318546743
FaceTime with my Mom (Tonight),INSIDE,Bo Burnham,pop,140962,0.822,0.371,-11.496,0.0461,0.668,0,0.671,125.041,,-4.328286336,-1.305019618,-1.425076941
How the World Works,INSIDE,Bo Burnham,pop,255923,0.831,0.431,-9.653,0.521,0.74,0,0.495,129.672,,-2.634066863,-0.465039623,-3.187733248
White Woman’s Instagram,INSIDE,Bo Burnham,pop,240926,0.652,0.768,-8.632,0.0886,0.227,7.37E-06,0.588,150.052,,-0.825504295,-0.351044631,-0.233356277
Unpaid Intern,INSIDE,Bo Burnham,pop,34050,0.68,0.715,-6.557,0.0916,0.427,0,0.615,170.39,,-1.0111462,-2.624999203,-3.005929334
Bezos I,INSIDE,Bo Burnham,pop,58149,0.694,0.948,-5.307,0.0361,0.00936,1.62E-05,0.705,115.044,,0.041540406,-2.906273706,-0.383546004
Sexting,INSIDE,Bo Burnham,pop,201712,0.756,0.612,-6.104,0.0382,0.278,0,0.528,119.949,,-1.577729866,-0.937343858,0.255281564
Look Who’s Inside Again,INSIDE,Bo Burnham,pop,83421,0.643,0.331,-9.235,0.0387,0.761,0,0.648,160.006,,-3.864502733,-1.217302517,-2.477900091
Problematic,INSIDE,Bo Burnham,pop,193286,0.723,0.868,-6.015,0.0409,0.0294,0,0.925,147.95,,-0.151018359,-2.033717116,0.639147991
30,INSIDE,Bo Burnham,pop,154726,0.812,0.679,-6.579,0.0426,0.196,0,0.218,114.949,,-1.152154705,-0.846542158,-0.248444391
Don't Wanna Know,INSIDE,Bo Burnham,pop,63425,0.704,0.383,-6.917,0.0381,0.179,0,0.491,89.956,,-2.469459391,-1.854085551,-0.95726103
Shit,INSIDE,Bo Burnham,pop,78426,0.939,0.687,-5.215,0.126,0.058,0,0.936,120.022,,-0.748753267,-4.01132291,-1.127844677
All Time Low,INSIDE,Bo Burnham,pop,54542,0.649,0.37,-11.722,0.664,0.402,0,0.487,134.606,,-1.963396807,-1.590863444,-5.442051555
Welcome to The Internet,INSIDE,Bo Burnham,pop,275999,0.665,0.527,-8.588,0.429,0.663,0,0.219,94.711,,-2.065145363,0.741059026,-2.166910584
Bezos II,INSIDE,Bo Burnham,pop,45836,0.788,0.463,-5.471,0.0563,0.139,0,0.892,99.995,,-1.989032899,-3.558573492,-1.085987968
That Funny Feeling,INSIDE,Bo Burnham,pop,301110,0.545,0.277,-11.7,0.0392,0.764,0,0.389,75.763,,-4.951295813,1.630013382,0.190232402
All Eyes On Me,INSIDE,Bo Burnham,pop,302950,0.352,0.424,-10.131,0.0394,0.733,2.30E-05,0.141,127.047,,-3.250526026,2.770994798,-0.354754943
Goodbye,INSIDE,Bo Burnham,pop,249428,0.725,0.308,-9.941,0.039,0.604,0,0.154,126.061,,-3.752057023,1.039361233,-0.689082564
Gangnam Style (강남스타일),Gangnam Style (강남스타일),PSY,pop,219493,0.727,0.937,-2.871,0.286,0.00417,0,0.749,132.067,,1.365129186,-1.926136707,-0.517741548
"One Of The Girls (with JENNIE, Lily Rose Depp)",The Idol Episode 4 (Music from the HBO Original Series),"The Weeknd,JENNIE,Lily-Rose Depp",pop,244684,0.264,0.64,-6.221,0.0442,0.0393,2.31E-06,0.19,84.828,,-0.485402759,1.837201575,1.152693214
t r a n s p a r e n t s o u l feat. Travis Barker,lately I feel EVERYTHING,"WILLOW,Travis Barker",metal,168398,0.374,0.83,-5.203,0.0584,0.00213,0,0.204,90.19,,0.317699696,0.605082365,0.543559747
Counting Stars,Native,OneRepublic,pop,257265,0.663,0.706,-4.972,0.0383,0.0654,0,0.474,122.013,,-0.426710919,-0.289852273,1.070721978
Don't Stop Believin' (2022 Remaster),Escape (2022 Remaster),Journey,metal,249600,0.505,0.754,-7.435,0.0366,0.132,0,0.51,119.204,,-0.755458596,0.335519211,0.9345668
Life is a Highway,Cars (Original Motion Picture Soundtrack),Rascal Flatts,country,275640,0.562,0.934,-5.562,0.0607,0.00211,0,0.558,103.042,,0.270305683,-0.162509446,1.500443902
Empire State Of Mind,The Blueprint 3,"JAY-Z,Alicia Keys",rap,276920,0.491,0.956,-1.538,0.392,0.0295,0,0.811,173.585,,2.379457976,-0.893147541,-0.969174952
Riptide,Dream Your Life Away (Deluxe Edition),Vance Joy,pop,204280,0.483,0.731,-6.696,0.0381,0.436,0,0.484,101.654,,-1.551775907,0.196283887,0.371126271
I'm Good (Blue),I'm Good (Blue),"David Guetta,Bebe Rexha",edm,175238,0.561,0.965,-3.673,0.0343,0.00383,7.07E-06,0.304,128.04,,0.882958164,-0.371463669,0.621987905
Wake Me Up,TRUE,Avicii,edm,247426,0.532,0.783,-5.697,0.0523,0.0038,0.0012,0.643,124.08,,-0.044699253,-0.298558604,1.053429773
"Hey, Soul Sister","Save Me, San Francisco (Golden Gate Edition)",Train,pop,216773,0.673,0.886,-4.44,0.0431,0.185,0,0.795,97.012,,-0.523017202,-1.514288008,1.267729721
Maps,V,Maroon 5,pop,189960,0.742,0.713,-5.522,0.0303,0.0205,0,0.879,120.032,,-0.792882271,-1.993608846,1.006191618
The Nights,The Days / Nights,Avicii,edm,176658,0.527,0.835,-5.298,0.0433,0.0166,0,0.654,125.983,,0.092983759,-0.874197298,0.612335155
Maria,María,HWASA,pop,199026,0.658,0.749,-2.967,0.0634,0.238,2.03E-06,0.442,128.909,,-0.17353826,-0.745644739,0.115052701
Way Back Home,Take,SHAUN,pop,214136,0.745,0.739,-4.591,0.0327,0.405,0.000183,0.556,99.913,,-1.463289466,-1.03936803,0.727447756
Lost in the Woods,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),Jonathan Groff,pop,180762,0.366,0.478,-6.972,0.0277,0.695,8.91E-06,0.293,149.318,,-2.436986707,1.269689867,-1.029831579
Uptown Girl,An Innocent Man,Billy Joel,metal,197706,0.701,0.944,-2.986,0.0455,0.0755,0,0.792,128.993,,0.409477454,-1.890567967,0.928382978
California Gurls,Teenage Dream,"Katy Perry,Snoop Dogg",pop,234653,0.789,0.753,-3.71,0.0537,0.0038,0,0.403,125.007,,0.091609271,-0.906448186,0.796312959
Titanium (feat. Sia),Nothing but the Beat (Ultimate Edition),"David Guetta,Sia",edm,245040,0.604,0.787,-3.674,0.103,0.0679,0.15,0.301,126.062,,0.601378701,0.216174525,0.082778763
DJ Got Us Fallin' In Love (feat. Pitbull),Raymond v Raymond (Expanded Edition),"USHER,Pitbull",rap,220800,0.663,0.861,-3.398,0.109,0.0338,0,0.654,119.963,,0.539014021,-1.26750818,0.514537217
My Life Would Suck Without You,All I Ever Wanted,Kelly Clarkson,pop,211493,0.526,0.882,-4.006,0.0509,0.0014,0,0.424,144.982,,0.830343248,-0.170003145,0.521233022
High Hopes,Pray for the Wicked,Panic! At The Disco,metal,190946,0.579,0.904,-2.729,0.0618,0.193,0,0.681,82.014,,-0.081332498,-1.271138059,1.065120756
I Want You Back,Diana Ross Presents The Jackson 5,The Jackson 5,pop,176333,0.469,0.538,-13.559,0.0575,0.305,0.000114,0.885,196.606,,-2.26726206,-0.208069296,-1.398128541
Kiss Me More (feat. SZA),Planet Her,"Doja Cat,SZA",rap,208666,0.764,0.705,-3.463,0.0284,0.259,8.92E-05,0.781,110.97,,-1.104227105,-1.77317018,1.005796015
Firework,Teenage Dream,Katy Perry,pop,227893,0.638,0.831,-5.039,0.049,0.142,0,0.649,124.071,,-0.270252861,-0.867026975,0.810932167
Stay,Stay,"Zedd,Alessia Cara",edm,210090,0.69,0.622,-5.025,0.0622,0.253,0,0.544,102.04,,-1.276608773,-0.819476632,0.407840907
Mercy,Illuminate (Deluxe),Shawn Mendes,pop,208733,0.554,0.662,-4.957,0.0821,0.126,0,0.338,148.122,,-0.070004605,0.130015141,-0.320666444
비누,비누,BIBI,pop,182200,0.842,0.522,-5.815,0.0329,0.719,0,0.641,119.043,,-3.093024347,-1.466393164,-0.434657595
