Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added At,Genres,Danceability,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Play Count
Yasashisa no Riyuu,Yasashisa no Riyuu,Pianimation,2022-07-04,101785,40,2025-03-20T21:10:47Z,,0.488,6.0,-30.87,0.0343,0.986,0.947,0.141,0.324,177.936,4.0,2.0
Prism Lights,Prism Lights,Ephermal Nights,2024-09-06,185851,70,2025-03-20T21:10:47Z,,0.156,0.0,-41.291,0.0446,0.97,0.966,0.132,0.0377,132.301,4.0,1.0
the perfect pair,Beatopia,beabadoobee,2022-07-15,177533,84,2025-03-20T21:10:47Z,bedroom pop,0.634,11.0,-6.818,0.0331,0.433,0.124,0.102,0.6,146.053,4.0,16.0
Good Looking,Good Looking,Suki Waterhouse,2022-08-18,214800,83,2025-03-20T21:10:47Z,,0.365,4.0,-9.076,0.03,0.079,0.000358,0.125,0.259,150.11,3.0,1.0
OMG,Memoir of a Sparklemuffin,Suki Waterhouse,2024-09-13,178569,66,2025-03-20T21:10:47Z,,0.548,6.0,-4.941,0.0282,0.0367,3.57e-05,0.0733,0.3,105.894,4.0,8.0
Pushing Daisies,Pushing Daisies,"Ashe,Suki Waterhouse",2024-10-25,207189,57,2025-03-20T21:10:47Z,,0.782,11.0,-4.986,0.0478,0.613,5.54e-06,0.112,0.714,105.512,4.0,2.0
Blackout Drunk,Memoir of a Sparklemuffin,Suki Waterhouse,2024-09-13,148021,60,2025-03-20T21:10:47Z,,0.634,0.0,-3.732,0.0766,0.123,0.0,0.125,0.577,135.044,4.0,4.0
"Model, Actress, Whatever",Memoir of a Sparklemuffin,Suki Waterhouse,2024-09-13,212530,59,2025-03-20T21:10:47Z,,0.504,0.0,-5.096,0.0256,0.109,2.76e-05,0.1,0.144,83.993,3.0,1.0
Love Yourself,Purpose (Deluxe),Justin Bieber,2015-11-13,233720,84,2025-03-20T21:10:47Z,,0.609,4.0,-9.828,0.438,0.835,0.0,0.28,0.515,100.43,4.0,3.0
Beauty And A Beat,Believe,"Justin Bieber,Nicki Minaj",2012-01-01,227986,82,2025-03-20T21:10:47Z,,0.601,0.0,-4.87,0.0593,0.000704,5.27e-05,0.0681,0.534,128.002,4.0,7.0
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,194087,81,2025-03-20T21:10:47Z,,0.701,7.0,-10.965,0.375,0.328,0.13,0.1,0.562,135.128,4.0,2.0
I Don't Care (with Justin Bieber),No.6 Collaborations Project,"Ed Sheeran,Justin Bieber",2019-07-12,219946,77,2025-03-20T21:10:47Z,soft pop,0.798,6.0,-5.041,0.0442,0.0902,0.0,0.0894,0.843,101.956,4.0,1.0
What Do You Mean?,Purpose (Deluxe),Justin Bieber,2015-11-13,205680,82,2025-03-20T21:10:47Z,,0.845,5.0,-8.118,0.0956,0.59,0.00142,0.0811,0.793,125.02,4.0,3.0
Confident,Journals,"Justin Bieber,Chance the Rapper",2014-05-13,248133,82,2025-03-20T21:10:47Z,,0.741,5.0,-5.448,0.108,0.114,0.0,0.205,0.892,134.122,4.0,3.0
Intentions (feat. Quavo),Changes,"Justin Bieber,Quavo",2020-02-14,212866,75,2025-03-20T21:10:47Z,,0.806,9.0,-6.637,0.0579,0.298,0.0,0.102,0.875,147.988,4.0,2.0
Private Landing (feat. Justin Bieber & Future),Love Sick,"Don Toliver,Justin Bieber,Future",2023-02-24,238253,78,2025-03-20T21:10:47Z,rap,0.858,1.0,-4.31,0.0954,0.111,2.12e-05,0.109,0.445,136.991,4.0,1.0
Hold On,Justice,Justin Bieber,2021-03-19,170813,70,2025-03-20T21:10:47Z,,0.658,1.0,-6.068,0.0431,0.0104,0.0,0.12,0.302,140.002,4.0,5.0
Let Me Love You,Encore,"DJ Snake,Justin Bieber",2016-08-05,205946,85,2025-03-20T21:10:47Z,,0.475,8.0,-5.371,0.058,0.0863,2.67e-05,0.135,0.159,199.892,4.0,1.0
WYA,WYA,"Leah Kate,24kGoldn",2024-11-08,131124,51,2025-03-20T21:10:47Z,,0.673,6.0,-3.492,0.0652,0.0925,0.00224,0.262,0.927,157.989,4.0,5.0
ZIP,ZIP,Hayes Warner,2024-10-11,172692,30,2025-03-20T21:10:47Z,,0.685,11.0,-3.676,0.0489,0.00278,0.0003,0.222,0.406,135.057,4.0,3.0
angel boy,EDEN,Ashley Sienna,2024-10-04,198933,39,2025-03-20T21:10:47Z,,0.481,8.0,-4.596,0.0409,0.0162,0.000705,0.127,0.605,183.939,4.0,3.0
crocodile tears,crocodile tears,TAELA,2024-11-08,188571,40,2025-03-20T21:10:47Z,,0.517,4.0,-6.246,0.0477,0.0521,6e-06,0.087,0.423,144.994,4.0,4.0
Blue Moon,Blue Moon,Stela Cole,2024-11-08,197257,45,2025-03-20T21:10:47Z,,0.746,6.0,-5.394,0.0537,0.124,5.09e-05,0.121,0.826,123.045,4.0,7.0
HAPPY SEXY SKINNY PILL!!,HAPPY SEXY SKINNY PILL!!,Kate Grahn,2024-10-02,191484,24,2025-03-20T21:10:47Z,,0.625,7.0,-6.04,0.0327,0.00577,0.0,0.4,0.565,128.047,4.0,4.0
Patience,Patience,Elohim,2024-10-04,155294,21,2025-03-20T21:10:47Z,,0.573,5.0,-8.049,0.216,0.345,0.00121,0.411,0.342,169.937,4.0,2.0
PROTECTOR,COWBOY CARTER,"Beyoncé,Rumi Carter",2024-03-29,184399,63,2025-03-20T21:10:47Z,,0.377,8.0,-9.476,0.0525,0.861,0.0,0.318,0.574,84.624,4.0,1.0
MY ROSE,COWBOY CARTER,Beyoncé,2024-03-29,53442,62,2025-03-20T21:10:47Z,,0.384,2.0,-11.755,0.0418,0.771,0.0,0.0943,0.59,175.953,3.0,1.0
SMOKE HOUR ★ WILLIE NELSON,COWBOY CARTER,"Beyoncé,Willie Nelson",2024-03-29,50721,61,2025-03-20T21:10:47Z,"country,honky tonk,traditional country",0.739,5.0,-15.215,0.921,0.963,0.000753,0.849,0.82,71.653,4.0,1.0
BODYGUARD,COWBOY CARTER,Beyoncé,2024-03-29,240254,70,2025-03-20T21:10:47Z,,0.726,4.0,-5.432,0.0551,0.0137,0.000235,0.365,0.539,119.031,4.0,1.0
DAUGHTER,COWBOY CARTER,Beyoncé,2024-03-29,203851,64,2025-03-20T21:10:47Z,,0.374,9.0,-10.04,0.0364,0.789,0.0,0.118,0.386,114.108,4.0,1.0
SPAGHETTII,COWBOY CARTER,"Beyoncé,Linda Martell,Shaboozey",2024-03-29,158477,65,2025-03-20T21:10:47Z,,0.504,8.0,-7.444,0.428,0.476,0.0,0.0996,0.333,94.522,3.0,1.0
ALLIIGATOR TEARS,COWBOY CARTER,Beyoncé,2024-03-29,179397,62,2025-03-20T21:10:47Z,,0.618,2.0,-9.662,0.0822,0.202,0.0,0.237,0.656,74.548,4.0,1.0
SMOKE HOUR II,COWBOY CARTER,"Beyoncé,Willie Nelson",2024-03-29,29843,29,2025-03-20T21:10:47Z,"country,honky tonk,traditional country",0.465,4.0,-20.851,0.42,0.797,0.00481,0.539,0.923,125.797,5.0,1.0
JUST FOR FUN,COWBOY CARTER,"Beyoncé,Willie Jones",2024-03-29,204487,61,2025-03-20T21:10:47Z,country hip hop,0.466,9.0,-8.559,0.0382,0.549,1.3e-05,0.18,0.127,72.403,4.0,1.0
LEVII'S JEANS,COWBOY CARTER,"Beyoncé,Post Malone",2024-03-29,257699,69,2025-03-20T21:10:47Z,,0.755,1.0,-7.482,0.0359,0.302,2.71e-06,0.121,0.325,115.964,4.0,1.0
Drama,Drama - The 4th Mini Album,aespa,2023-11-10,214973,78,2025-03-20T21:10:47Z,k-pop,0.644,6.0,-1.54,0.0417,0.164,0.0,0.363,0.378,131.016,4.0,14.0
FLAMENCO,COWBOY CARTER,Beyoncé,2024-03-29,100364,61,2025-03-20T21:10:47Z,,0.497,7.0,-9.248,0.0274,0.764,1.5e-06,0.136,0.492,105.032,4.0,1.0
THE LINDA MARTELL SHOW,COWBOY CARTER,"Beyoncé,Linda Martell",2024-03-29,28069,22,2025-03-20T21:10:47Z,,0.489,9.0,-19.947,0.917,0.781,0.0,0.93,0.925,120.24,5.0,1.0
YA YA,COWBOY CARTER,Beyoncé,2024-03-29,274766,68,2025-03-20T21:10:47Z,,0.617,11.0,-5.371,0.341,0.317,0.0,0.507,0.764,151.926,4.0,1.0
OH LOUISIANA,COWBOY CARTER,Beyoncé,2024-03-29,52195,60,2025-03-20T21:10:47Z,,0.504,11.0,-14.203,0.0408,0.728,0.313,0.717,0.849,145.685,4.0,1.0
DESERT EAGLE,COWBOY CARTER,Beyoncé,2024-03-29,72448,61,2025-03-20T21:10:47Z,,0.691,0.0,-8.461,0.0539,0.645,1.61e-06,0.328,0.662,85.032,4.0,1.0
RIIVERDANCE,COWBOY CARTER,Beyoncé,2024-03-29,251986,64,2025-03-20T21:10:47Z,,0.699,7.0,-8.527,0.186,0.456,0.0,0.25,0.43,119.997,4.0,1.0
II HANDS II HEAVEN,COWBOY CARTER,Beyoncé,2024-03-29,341312,64,2025-03-20T21:10:47Z,,0.674,7.0,-7.866,0.224,0.539,1.69e-06,0.0906,0.533,123.943,4.0,1.0
TYRANT,COWBOY CARTER,"Beyoncé,Dolly Parton",2024-03-29,250725,64,2025-03-20T21:10:47Z,country,0.751,6.0,-4.21,0.183,0.083,0.0,0.585,0.813,126.032,4.0,1.0
SWEET ★ HONEY ★ BUCKIIN',COWBOY CARTER,"Beyoncé,Shaboozey",2024-03-29,296185,66,2025-03-20T21:10:47Z,,0.73,10.0,-8.358,0.185,0.208,0.00041,0.118,0.337,124.014,4.0,1.0
AMEN,COWBOY CARTER,Beyoncé,2024-03-29,145105,59,2025-03-20T21:10:47Z,,0.333,1.0,-7.087,0.0349,0.0687,4.17e-05,0.329,0.0913,79.825,3.0,1.0
From The Start,Bewitched,Laufey,2023-09-08,169573,81,2025-03-20T21:10:47Z,,0.554,1.0,-10.088,0.0779,0.886,0.00128,0.11,0.83,80.994,4.0,8.0
On The Ground,R,ROSÉ,2021-03-12,168085,69,2025-03-20T21:10:47Z,k-pop,0.311,1.0,-6.578,0.11,0.0174,0.0,0.131,0.286,188.7,4.0,7.0
Gone,R,ROSÉ,2021-03-12,207163,68,2025-03-20T21:10:47Z,k-pop,0.647,6.0,-6.003,0.0375,0.594,0.0,0.0768,0.653,79.936,4.0,9.0
2 hands,So Close To What,Tate McRae,2025-02-21,182740,79,2025-03-20T21:10:47Z,,0.615,1.0,-4.302,0.0522,0.127,0.0,0.19,0.583,104.027,4.0,25.0
buttons,buttons,Lyn Lapid,2024-10-25,127342,59,2025-03-20T21:10:47Z,,0.706,9.0,-9.715,0.0668,0.26,0.00429,0.184,0.58,105.022,4.0,2.0
Coming Home,This Is How Tomorrow Moves,beabadoobee,2024-08-09,135840,67,2025-03-20T21:10:47Z,bedroom pop,0.415,4.0,-7.709,0.0457,0.724,0.0,0.265,0.684,203.506,3.0,1.0
Thunderous,NOEASY,Stray Kids,2021-08-23,183266,70,2025-03-20T21:10:47Z,k-pop,0.601,1.0,-3.706,0.234,0.213,0.0,0.209,0.79,172.156,4.0,7.0
District 9,SKZ2020,Stray Kids,2020-03-18,213586,61,2025-03-20T21:10:47Z,k-pop,0.646,9.0,-1.899,0.18,0.017,5.87e-06,0.122,0.513,89.999,4.0,9.0
Back Door,IN LIFE,Stray Kids,2020-09-14,189286,69,2025-03-20T21:10:47Z,k-pop,0.82,7.0,-3.853,0.272,0.157,0.0,0.112,0.653,107.952,4.0,9.0
Lonely St.,ODDINARY,Stray Kids,2022-03-18,164853,59,2025-03-20T21:10:47Z,k-pop,0.686,7.0,-3.192,0.0582,0.248,0.0,0.0761,0.603,90.053,4.0,6.0
GET LIT,5-STAR,Stray Kids,2023-06-02,171000,61,2025-03-20T21:10:47Z,k-pop,0.815,7.0,-2.252,0.101,0.15,0.0,0.286,0.827,100.053,4.0,3.0
ITEM,5-STAR,Stray Kids,2023-06-02,191533,63,2025-03-20T21:10:47Z,k-pop,0.762,7.0,-2.307,0.106,0.0317,0.0,0.332,0.704,161.994,4.0,3.0
DOMINO,NOEASY,Stray Kids,2021-08-23,198720,65,2025-03-20T21:10:47Z,k-pop,0.687,7.0,-2.01,0.0466,0.0301,0.0,0.0755,0.696,160.066,4.0,4.0
VENOM,ODDINARY,Stray Kids,2022-03-18,194840,66,2025-03-20T21:10:47Z,k-pop,0.812,9.0,-3.354,0.339,0.11,0.0,0.211,0.4,136.979,4.0,3.0
CASE 143,MAXIDENT,Stray Kids,2022-10-07,191964,70,2025-03-20T21:10:47Z,k-pop,0.812,6.0,-2.661,0.209,0.0961,0.0,0.0222,0.69,100.006,4.0,2.0
My Pace,SKZ2020,Stray Kids,2020-03-18,190306,61,2025-03-20T21:10:47Z,k-pop,0.678,11.0,-4.278,0.243,0.0413,0.0,0.127,0.777,155.128,4.0,2.0
MIROH,Clé 1 : MIROH,Stray Kids,2019-03-25,207617,63,2025-03-20T21:10:47Z,k-pop,0.564,9.0,-3.102,0.104,0.0091,0.0,0.249,0.505,126.059,4.0,2.0
number one girl,rosie,ROSÉ,2024-12-06,216442,82,2025-03-20T21:10:47Z,k-pop,0.288,7.0,-7.775,0.0317,0.288,0.0,0.101,0.135,175.43,3.0,37.0
School road,Your Name.,RADWIMPS,2016-08-24,68200,45,2025-03-20T21:10:47Z,"anime,j-pop,j-rock",0.532,0.0,-8.153,0.0923,0.515,0.228,0.127,0.239,199.743,4.0,1.0
Itomori high school,Your Name.,RADWIMPS,2016-08-24,111560,46,2025-03-20T21:10:47Z,"anime,j-pop,j-rock",0.786,9.0,-13.94,0.0965,0.993,0.846,0.115,0.72,143.089,3.0,1.0
First view of tokyo,Your Name.,RADWIMPS,2016-08-24,79800,45,2025-03-20T21:10:47Z,"anime,j-pop,j-rock",0.238,2.0,-9.536,0.04,0.877,0.888,0.154,0.0736,78.548,4.0,1.0
Cafe at last,Your Name.,RADWIMPS,2016-08-24,92226,41,2025-03-20T21:10:47Z,"anime,j-pop,j-rock",0.638,7.0,-7.185,0.0357,0.434,0.0344,0.128,0.907,177.07,4.0,1.0
Unusual changes of two,Your Name.,RADWIMPS,2016-08-24,156746,39,2025-03-20T21:10:47Z,"anime,j-pop,j-rock",0.606,7.0,-5.543,0.0314,0.000399,0.686,0.152,0.855,134.121,4.0,1.0
Marry You,Doo-Wops & Hooligans,Bruno Mars,2010-05-11,230192,79,2025-03-20T21:10:47Z,,0.621,10.0,-4.865,0.0367,0.332,0.0,0.104,0.452,144.905,4.0,6.0
Popular,Wicked: The Soundtrack,Ariana Grande,2024-11-22,241501,79,2025-03-20T21:10:47Z,pop,0.44,5.0,-12.356,0.166,0.732,0.0,0.0967,0.47,178.329,4.0,5.0
Disease,Disease,Lady Gaga,2024-10-25,229997,83,2025-03-20T21:10:47Z,"art pop,pop",0.562,11.0,-2.768,0.117,0.0513,0.0,0.488,0.501,100.987,4.0,3.0
That’s So True,The Secret of Us (Deluxe),Gracie Abrams,2024-10-18,166300,96,2025-03-20T21:10:47Z,,0.554,1.0,-4.169,0.0368,0.214,0.0,0.159,0.372,108.548,4.0,34.0
"So Long, Farewell",The Sound Of Music (Original Soundtrack Recording),"Charmian Carr,Angela Cartwright,Duane Chase,Nicholas Hammond,Kym Karath,Heather Menzies,Debbie Turner",1965-01-01,176400,52,2025-03-20T21:10:47Z,musicals,0.548,10.0,-16.398,0.0501,0.848,4.09e-05,0.124,0.359,119.842,4.0,4.0
Climb Ev'ry Mountain,The Sound Of Music (Original Soundtrack Recording),Peggy Wood,1965-01-01,138640,46,2025-03-20T21:10:47Z,musicals,0.234,5.0,-12.499,0.0361,0.86,0.0,0.117,0.209,92.385,1.0,1.0
ETA,NewJeans 2nd EP 'Get Up',NewJeans,2023-07-21,151373,77,2025-03-20T21:10:47Z,k-pop,0.812,10.0,-6.389,0.0397,0.108,0.0,0.0599,0.841,134.971,4.0,4.0
Whiplash,Whiplash - The 5th Mini Album,aespa,2024-10-21,183226,77,2025-03-20T21:10:47Z,k-pop,0.863,10.0,-2.974,0.0448,0.0953,0.0212,0.0786,0.748,126.023,4.0,10.0
What Is This Feeling?,Wicked: The Soundtrack,"Ariana Grande,Cynthia Erivo",2024-11-22,228947,79,2025-03-20T21:10:47Z,"pop,musicals",0.607,1.0,-8.81,0.12,0.691,0.0,0.111,0.637,151.909,4.0,5.0
Hold On Tight,Hold On Tight,aespa,2023-03-30,149718,70,2025-03-20T21:10:47Z,k-pop,0.586,7.0,-6.331,0.283,0.0911,2.81e-06,0.235,0.265,119.8,4.0,1.0
Supernatural,Supernatural,NewJeans,2024-06-21,191000,76,2025-03-20T21:10:47Z,k-pop,0.699,10.0,-4.182,0.0496,0.185,8.43e-06,0.0921,0.863,108.887,4.0,5.0
Are You Bored Yet? (feat. Clairo),Nothing Happens,"Wallows,Clairo",2019-03-22,178000,79,2025-03-20T21:10:47Z,"indie,bedroom pop",0.682,8.0,-6.444,0.0287,0.156,2.32e-05,0.273,0.64,120.023,4.0,3.0
run for the hills,THINK LATER,Tate McRae,2023-12-08,143940,81,2025-03-20T21:10:47Z,,0.543,8.0,-3.341,0.0945,0.502,0.0,0.119,0.321,129.918,4.0,8.0
SLOW IT DOWN,SLOW IT DOWN,"The Kid LAROI,Quavo",2024-11-15,142935,60,2025-03-20T21:10:47Z,,0.725,6.0,-5.959,0.151,0.0875,0.000637,0.106,0.664,98.055,4.0,4.0
Whistleblower,Whistleblower,maryjo,2024-11-15,162784,41,2025-03-20T21:10:47Z,,0.703,2.0,-4.878,0.0409,0.03,0.0,0.0835,0.786,109.965,4.0,4.0
LIQUORLIPS,LIQUORLIPS,"MINOE,Renon",2024-06-19,118000,36,2025-03-20T21:10:47Z,,0.765,4.0,-7.412,0.0381,0.036,0.000244,0.355,0.278,120.045,4.0,1.0
broken,broken,Mackenzie Arromba,2024-08-30,169465,32,2025-03-20T21:10:47Z,,0.505,0.0,-6.768,0.03,0.131,0.0,0.114,0.346,91.058,4.0,3.0
Friends In Low Places,Friends In Low Places,Cassyette,2024-07-05,183826,34,2025-03-20T21:10:48Z,,0.602,7.0,-4.113,0.0358,0.0203,0.0,0.208,0.452,160.006,4.0,2.0
i wish,i wish,Sam Short,2024-11-15,190540,47,2025-03-20T21:10:48Z,,0.478,6.0,-7.782,0.0405,0.217,0.00227,0.127,0.179,147.894,4.0,3.0
Joy of Missing Out,Joy of Missing Out,AleXa,2024-08-30,191047,28,2025-03-20T21:10:48Z,k-pop,0.653,0.0,-5.367,0.041,0.0109,0.0,0.084,0.383,81.99,4.0,3.0
Lonely is the Muse,The Great Impersonator,Halsey,2024-10-25,240063,53,2025-03-20T21:10:48Z,,0.545,1.0,-3.506,0.035,0.0353,5.9e-06,0.12,0.199,138.047,4.0,1.0
love me ugly,love me ugly,margø,2024-08-30,181610,37,2025-03-20T21:10:48Z,,0.688,2.0,-6.516,0.0765,0.108,0.0,0.219,0.459,121.02,4.0,2.0
MOST WANTED MAN,MOST WANTED MAN,Tiger La Flor,2024-09-05,167041,32,2025-03-20T21:10:48Z,,0.618,4.0,-3.127,0.102,0.0379,0.0,0.118,0.561,147.95,4.0,3.0
3am,rosie,ROSÉ,2024-12-06,154050,74,2025-03-20T21:10:48Z,k-pop,0.599,2.0,-6.711,0.0403,0.37,0.0,0.137,0.315,150.333,4.0,22.0
two years,rosie,ROSÉ,2024-12-06,167748,74,2025-03-20T21:10:48Z,k-pop,0.597,0.0,-7.55,0.132,0.175,0.0,0.112,0.22,144.064,4.0,14.0
Oh My God,Oh My God,Tiffany Stringer,2024-08-30,160146,38,2025-03-20T21:10:48Z,,0.701,7.0,-3.372,0.0558,0.0238,0.0,0.406,0.773,116.921,4.0,1.0
You are what you fear in me.,You are what you fear in me.,Banshee,2024-12-06,144374,52,2025-03-20T21:10:48Z,,0.541,10.0,-3.266,0.0387,0.0694,0.0,0.603,0.53,96.137,4.0,4.0
Parachute,Parachute,YDE,2024-09-27,151240,23,2025-03-20T21:10:48Z,,0.656,0.0,-10.148,0.0418,0.706,0.00599,0.157,0.279,115.922,3.0,2.0
Crazy Bitch,Crazy Bitch,Madelline,2024-09-03,182750,52,2025-03-20T21:10:48Z,,0.622,7.0,-4.865,0.0468,0.112,0.0,0.0924,0.613,130.821,4.0,2.0
Crazy,Crazy,Snow Wife,2024-09-13,145613,48,2025-03-20T21:10:48Z,,0.735,11.0,-2.825,0.0429,0.0133,0.000672,0.264,0.75,127.966,4.0,4.0
Tears on the dancefloor,Tears on the dancefloor,UPSAHL,2024-08-23,173515,42,2025-03-20T21:10:48Z,,0.777,8.0,-5.73,0.0575,0.00414,0.0,0.242,0.514,110.056,4.0,1.0
I'll Be There,I'll Be There,Jin,2024-10-25,181677,73,2025-03-20T21:10:48Z,k-pop,0.538,10.0,-2.412,0.0445,0.0351,0.0,0.0898,0.736,148.887,4.0,2.0
Next Level,Next Level,aespa,2021-05-17,221573,70,2025-03-20T21:10:48Z,k-pop,0.82,11.0,-2.567,0.166,0.488,5.94e-06,0.0907,0.82,109.036,4.0,1.0
LALISA,LALISA,LISA,2021-09-10,200689,69,2025-03-20T21:10:48Z,k-pop,0.806,8.0,-6.283,0.0902,0.0282,0.000784,0.107,0.85,150.058,4.0,1.0
Scenery,Scenery,V,2019-01-30,294252,63,2025-03-20T21:10:48Z,k-pop,0.367,3.0,-11.413,0.0309,0.658,3.8e-05,0.269,0.247,130.674,3.0,1.0
toxic till the end,rosie,ROSÉ,2024-12-06,156685,88,2025-03-20T21:10:48Z,k-pop,0.413,7.0,-5.628,0.0999,0.0498,0.0,0.114,0.296,167.232,4.0,32.0
dead2me,dead2me,Ellise,2024-12-03,164000,49,2025-03-20T21:10:48Z,,0.499,4.0,-6.578,0.189,0.225,5.96e-05,0.334,0.272,119.991,4.0,4.0
Pearls,Saga,"Casiio,Tah.",2024-11-25,155519,44,2025-03-20T21:10:48Z,"lo-fi,lo-fi beats",0.432,6.0,-13.135,0.0281,0.77,0.354,0.125,0.0892,68.006,4.0,2.0
Perfume,When I Dreamt of You,Lilac,2021-06-03,155951,51,2025-03-20T21:10:48Z,"lo-fi,lo-fi beats",0.859,4.0,-17.748,0.0627,0.88,0.881,0.0577,0.322,68.037,4.0,3.0
fuji,offline,"Bert,Jhove",2021-06-25,165013,51,2025-03-20T21:10:48Z,"lo-fi,lo-fi beats",0.643,8.0,-22.65,0.044,0.925,0.909,0.106,0.227,119.989,4.0,2.0
forest cabin,Idyllic,"mell-ø,Ambulo",2024-10-21,144000,33,2025-03-20T21:10:48Z,"lo-fi,lo-fi beats",0.717,3.0,-12.579,0.0349,0.697,0.865,0.0992,0.319,140.074,4.0,2.0
Coral City,Under The Sea,"Nothingtosay,D0d.",2024-10-14,128009,39,2025-03-20T21:10:48Z,"lo-fi,lo-fi beats",0.672,3.0,-12.847,0.0742,0.869,0.871,0.103,0.338,74.949,4.0,2.0
Sunja,Saga,"Casiio,Tah.",2024-11-25,144174,43,2025-03-20T21:10:48Z,"lo-fi,lo-fi beats",0.481,8.0,-15.518,0.0352,0.706,0.916,0.101,0.187,140.07,5.0,2.0
Fidelity,Personages,"Nokiaa,Deauxnuts",2024-11-18,160000,39,2025-03-20T21:10:48Z,"lo-fi beats,lo-fi,jazz beats",0.657,9.0,-12.438,0.0578,0.397,0.841,0.0742,0.54,132.198,4.0,2.0
In Another Life,Hourglass,"D0d.,Monkey Sunset",2024-11-11,174000,38,2025-03-20T21:10:48Z,"lo-fi,lo-fi beats",0.641,1.0,-14.973,0.0391,0.732,0.895,0.0979,0.256,120.033,4.0,2.0
Places,Blue Hour,"ENRA,dr. niar",2021-09-11,169620,50,2025-03-20T21:10:48Z,"lo-fi,lo-fi beats",0.62,7.0,-15.647,0.0291,0.521,0.191,0.0702,0.195,129.96,4.0,2.0
nostalgist pt.2,Idyllic,mell-ø,2024-10-21,115125,33,2025-03-20T21:10:48Z,"lo-fi,lo-fi beats",0.723,5.0,-13.532,0.0766,0.62,0.894,0.119,0.562,80.014,4.0,2.0
As Time Goes By,Moonfern,Ivylake,2022-02-26,172000,52,2025-03-20T21:10:48Z,lo-fi,0.755,7.0,-23.899,0.0527,0.832,0.919,0.102,0.134,120.048,4.0,2.0
pluto's dream,the search for planet x,"Theo Aabel,Wishes and Dreams",2024-11-04,168648,35,2025-03-20T21:10:48Z,"lo-fi,lo-fi beats",0.502,8.0,-15.202,0.0375,0.861,0.924,0.135,0.0941,147.887,4.0,2.0
The Dawn,Cold Thoughts,Nothingtosay,2022-08-01,146675,52,2025-03-20T21:10:48Z,"lo-fi,lo-fi beats",0.623,0.0,-21.361,0.0528,0.921,0.912,0.0972,0.412,144.024,4.0,2.0
outer space,outer space,"j'san,Epektase",2021-01-14,152571,51,2025-03-20T21:10:48Z,"lo-fi,lo-fi beats",0.61,1.0,-12.793,0.0461,0.435,0.91,0.106,0.123,140.068,4.0,2.0
Zenith,Distant Worlds 4,Purrple Cat,2024-05-13,163031,48,2025-03-20T21:10:48Z,"lo-fi,lo-fi beats",0.724,9.0,-16.752,0.0381,0.763,0.858,0.11,0.384,120.039,4.0,2.0
Naaris,Saga,"Casiio,Tah.",2024-11-25,161189,40,2025-03-20T21:10:48Z,"lo-fi,lo-fi beats",0.449,9.0,-17.111,0.0293,0.815,0.86,0.0946,0.111,77.47,4.0,2.0
Azure Dreams,Under The Sea,"Nothingtosay,D0d.",2024-10-14,145454,38,2025-03-20T21:10:48Z,"lo-fi,lo-fi beats",0.519,1.0,-14.874,0.0506,0.874,0.942,0.11,0.0696,66.022,3.0,2.0
Wildflower,After Hours,Blue Wednesday,2021-03-11,154310,51,2025-03-20T21:10:48Z,"lo-fi,lo-fi beats",0.771,2.0,-17.697,0.0767,0.957,0.943,0.1,0.337,87.005,4.0,3.0
Fireflies,Nocturne,"amies,cxlt.",2021-07-03,182400,49,2025-03-20T21:10:48Z,"lo-fi,lo-fi beats",0.53,0.0,-19.09,0.0592,0.925,0.934,0.0724,0.0755,75.002,4.0,3.0
Lighter than Air,Hourglass,D0d.,2024-11-11,139638,40,2025-03-20T21:10:48Z,"lo-fi,lo-fi beats",0.611,10.0,-17.979,0.0314,0.969,0.831,0.115,0.145,110.093,4.0,1.0
Memories We Made,Memories We Made,No Spirit,2020-09-05,227532,51,2025-03-20T21:10:48Z,"lo-fi,lo-fi beats",0.556,1.0,-17.17,0.0315,0.962,0.823,0.1,0.0785,115.507,3.0,1.0
drinks or coffee,rosie,ROSÉ,2024-12-06,133113,79,2025-03-20T21:10:48Z,k-pop,0.768,5.0,-6.145,0.157,0.0688,0.0,0.069,0.535,136.113,4.0,22.0
gameboy,rosie,ROSÉ,2024-12-06,166742,75,2025-03-20T21:10:48Z,k-pop,0.703,11.0,-6.406,0.0427,0.017,0.0,0.0553,0.687,82.989,4.0,1.0
stay a little longer,rosie,ROSÉ,2024-12-06,246606,76,2025-03-20T21:10:48Z,k-pop,0.566,9.0,-6.206,0.0272,0.178,0.0,0.169,0.104,76.941,3.0,12.0
not the same,rosie,ROSÉ,2024-12-06,184006,70,2025-03-20T21:10:48Z,k-pop,0.363,0.0,-5.385,0.0296,0.0865,0.0,0.166,0.356,129.011,5.0,7.0
call it the end,rosie,ROSÉ,2024-12-06,141141,70,2025-03-20T21:10:48Z,k-pop,0.491,7.0,-7.634,0.0475,0.897,0.0,0.0639,0.476,136.794,4.0,5.0
See that?,Fe3O4: STICK OUT,NMIXX,2024-08-19,182795,62,2025-03-20T21:10:48Z,k-pop,0.491,7.0,-2.934,0.237,0.0344,0.0,0.113,0.53,87.955,4.0,2.0
