Track Name,Album Name,Artist Name(s),Duration (ms),pop,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Song Age
Midnight Breeze,jazz,"Cozy Coffee Shop,Relax Coffee Shop,Seaside Cafe",358962,31,jazz,0.52,0.0897,6,-20.44,1,0.0378,0.973,0.512,0.101,0.321,122.796,3,2.1464750171115674
A Nightingale Sang In Berkeley Square,A Nightingale Sang In Berkeley Square,Hans Ulrik,380444,49,jazz,0.48,0.0536,1,-13.814,1,0.0395,0.95,0.112,0.0925,0.275,113.381,4,2.565366187542779
Soothing Breeze,jazz,"Cozy Coffee Shop,Relax Coffee Shop,Seaside Cafe",324063,42,jazz,0.444,0.0522,10,-20.402,1,0.0378,0.953,0.682,0.116,0.159,104.832,5,2.1464750171115674
Easy To Love,Lazy Weekend,jazz,332657,39,jazz,0.401,0.223,0,-16.072,1,0.0494,0.941,0.89,0.124,0.208,214.896,3,2.3846680355920604
Just the Two of Us (feat. Bill Withers),Anthology,"Grover Washington, Jr.,Bill Withers",438493,75,jazz,0.749,0.497,10,-12.609,0,0.105,0.41,0.0499,0.0504,0.585,95.818,4,40.251882272416154
Gloomy Star,Airman Morning Diaries,Airman,187089,8,k-ballad,0.695,0.543,10,-4.517,1,0.03,0.701,0,0.129,0.358,90.009,4,5.653661875427789
pop,Every letter I sent you.,Yerin Baek,271215,50,k-ballad,0.604,0.468,5,-7.093,0,0.0545,0.505,0.00192,0.0681,0.695,84.886,4,5.314168377823409
Across the universe,FRANK,Yerin Baek,247173,49,k-ballad,0.395,0.564,5,-5.477,0,0.148,0.664,0,0.0998,0.45,185.628,4,9.341546886
Bye Bye My Blue,Bye Bye My Blue,Yerin Baek,203409,53,k-ballad,0.511,0.54,3,-6.726,1,0.114,0.613,3.16e-06,0.121,0.297,87.704,4,8.785763175906913
ANYWHERE ANYTIME,FRR,george,156560,42,k-ballad,0.514,0.45,8,-9.32,1,0.0558,0.904,0,0.233,0.443,77.445,4,1.9931553730321698
Maybe It’s Not Our Fault,Our Love is Great,Yerin Baek,233003,49,k-ballad,0.273,0.604,5,-6.517,1,0.0787,0.763,9.31e-05,0.168,0.625,191.726,4,6.045174538
Boat,Boat,george,191994,53,k-ballad,0.792,0.566,9,-6.929,1,0.252,0.389,0,0.56,0.922,140.099,4,7.3757700205338805
Imagine,I've Seen You Somewhere Before,Miro Mas,165269,37,lo-fi,0.739,0.1,8,-17.196,1,0.0542,0.947,0.933,0.123,0.363,126.072,4,2.891170431211499
Peaches,001 (other people's songs),lokash,170487,40,lo-fi,0.714,0.376,0,-12.742,1,0.0676,0.458,0.865,0.0973,0.192,163.804,4,3.293634496919918
Can't Help Falling in Love,Feelin' Cute,<3BEAT,223014,43,lo-fi,0.507,0.184,2,-17.482,1,0.0287,0.955,0.904,0.0876,0.145,68.001,4,2.891170431211499
Secrets,Midnight Chat,Yedai,132999,17,lo-fi,0.812,0.289,2,-13.667,1,0.0586,0.735,0.621,0.268,0.219,120.009,4,3.619438740588638
Red Bottom Sky,I've Seen You Somewhere Before,Miro Mas,212720,39,lo-fi,0.584,0.275,5,-16.245,1,0.292,0.965,0.824,0.125,0.345,119.612,4,2.891170431211499
Purple Rain,Portals pt 2,Miro Mas,241529,41,lo-fi,0.63,0.243,6,-17.753,1,0.0614,0.819,0.92,0.11,0.152,97.959,4,2.220396988364134
Stay,I've Seen You Somewhere Before,Miro Mas,182500,40,lo-fi,0.77,0.298,1,-15.219,1,0.067,0.892,0.917,0.13,0.381,133.983,4,2.891170431211499
Jealous,Covers Collection (Vol. 3),LAV8,244543,44,lo-fi,0.708,0.281,0,-16.025,1,0.122,0.569,0.892,0.116,0.641,150.01,4,2.9295003422313486
sex money feelings die,My Name Is Spruce,Granlund,173985,39,lo-fi,0.792,0.301,5,-14.304,0,0.0416,0.272,0.893,0.0989,0.107,114.991,3,2.814510609
(Sittin' On) the Dock of the Bay,Covers Collection (Vol. 2),LAV8,132989,40,lo-fi,0.833,0.373,0,-13.174,1,0.583,0.424,0.857,0.0836,0.274,194.138,4,3.5044490075290895
Ain't No Sunshine,Covers Collection (Vol. 2),LAV8,154666,41,lo-fi,0.711,0.359,2,-12.6,0,0.0949,0.637,0.502,0.109,0.604,89.958,4,3.5044490075290895
I Want It That Way,Covers Collection (Vol. 4),LAV8,214201,44,lo-fi,0.516,0.397,1,-16.86,0,0.0461,0.348,0.82,0.123,0.162,179.997,4,2.7953456536618755
i d n f u 2 lm (remix),i d n f u 2 lm (remix),OMXS,143000,29,lo-fi,0.639,0.471,4,-14.295,0,0.0758,0.956,0.906,0.273,0.239,138.08,3,4.462696783025325
Faded,I've Seen You Somewhere Before,Miro Mas,187320,41,lo-fi,0.715,0.27,8,-15.23,1,0.164,0.92,0.926,0.13,0.377,146.048,4,2.891170431211499
Redbone,Covers Collection,LAV8,129000,53,lo-fi,0.787,0.383,5,-11.767,0,0.074,0.394,0.89,0.109,0.566,77.5,4,4.060232717316906
Don't Go Breaking My Heart,Feelin' Cute,<3BEAT,255272,40,lo-fi,0.57,0.408,4,-14.23,1,0.0793,0.285,0.944,0.373,0.242,81.563,4,2.891170431211499
Pillow Talk,About Last Night,Yedai,137142,20,lo-fi,0.439,0.245,11,-19.474,0,0.0348,0.971,0.833,0.101,0.108,140.015,5,2.546201232032854
Ms. Jackson,Feelin' Cute,<3BEAT,240374,41,lo-fi,0.704,0.295,9,-14.571,0,0.151,0.289,0.887,0.17,0.452,79.961,4,2.891170431211499
Numb,I've Seen You Somewhere Before,Miro Mas,175523,40,lo-fi,0.757,0.216,11,-14.075,0,0.0808,0.901,0.904,0.0906,0.596,166.032,4,2.891170431211499
If I Ain't Got You,002 (other people's songs),lokash,197589,40,lo-fi,0.399,0.267,6,-19.024,1,0.061,0.906,0.697,0.134,0.235,119.997,3,2.757015742642026
aurora,aurora,owlh,157562,29,lo-fi,0.679,0.387,6,-9.931,0,0.0318,0.525,0.877,0.11,0.321,185.961,4,4.7118412046543465
Running Up That Hill (A Deal With God),Portals pt 2,Miro Mas,267834,48,lo-fi,0.671,0.223,10,-14.027,0,0.0453,0.788,0.936,0.0923,0.264,131.914,4,2.220396988364134
vix,timbert,timbert,158000,27,lo-fi,0.705,0.262,2,-15.375,1,0.108,0.795,0.801,0.0706,0.102,77.997,4,4.826830937713894
As It Was,As It Was,Slowzy,102400,25,lo-fi,0.63,0.544,9,-9.872,1,0.0475,0.953,0.961,0.11,0.431,74.967,4,2.7953456536618755
Eyes Blue Like The Atlantic,001 (other people's songs),lokash,140186,41,lo-fi,0.678,0.362,6,-12.228,1,0.0387,0.564,0.889,0.112,0.579,139.121,4,3.293634496919918
Yesterday,Covers Collection (Vol. 2),LAV8,120055,39,lo-fi,0.862,0.334,0,-11.287,0,0.173,0.191,0.761,0.137,0.534,89.998,4,3.5044490075290895
Jukebox,Jukebox,LAV8,144000,29,lo-fi,0.828,0.338,1,-10.309,0,0.559,0.351,0.838,0.0763,0.932,74.996,4,4.251882272416153
Happier Than Ever,Feelin' Cute,<3BEAT,198392,40,lo-fi,0.551,0.307,11,-17.597,1,0.0586,0.748,0.352,0.206,0.438,78.662,4,2.891170431211499
re:stacks,002 (other people's songs),lokash,288250,38,lo-fi,0.528,0.289,7,-12.336,1,0.0314,0.894,0.9,0.0806,0.195,60.02,4,2.757015742642026
Seven Nation Army,Covers Collection (Vol. 3),LAV8,220561,41,lo-fi,0.754,0.287,10,-14.028,0,0.131,0.399,0.84,0.116,0.56,90.035,4,2.9295003422313486
EARFQUAKE,EARFQUAKE,lokash,150750,38,lo-fi,0.718,0.275,2,-13.695,0,0.0489,0.847,0.883,0.115,0.22,84.006,4,3.8494182067077345
drivers license,drivers license,lokash,195214,39,lo-fi,0.674,0.354,11,-16.852,1,0.0523,0.717,0.912,0.109,0.575,139.98,4,3.887748117727584
Pink + White,Covers Collection (Vol. 4),LAV8,199163,47,lo-fi,0.371,0.309,5,-18.437,1,0.0549,0.596,0.689,0.112,0.383,154.949,3,2.7953456536618755
tonight,goodnight,demxntia,84875,57,lo-fi,0.719,0.63,5,-7.142,1,0.0853,0.255,0.557,0.141,0.4,170.103,4,6.836413415468857
farewell,goodnight,"demxntia,Pageant Queen",93007,29,lo-fi,0.613,0.504,1,-7.985,0,0.287,0.711,0.000121,0.133,0.133,169.918,4,6.836413415468857
autumn,"goodnight, pt. II",demxntia,146000,37,lo-fi,0.688,0.619,3,-8.001,1,0.0409,0.375,0,0.195,0.444,119.929,4,3.0636550308008212
lakeation,swamp,timbert,144500,16,lo-fi,0.624,0.24,11,-16.262,1,0.0601,0.922,0.918,0.0933,0.042,60.974,4,4.577686516084873
wlcm to timbert,wlcm to timbert,timbert,116000,30,lo-fi,0.59,0.255,2,-15.718,1,0.0422,0.89,0.92,0.125,0.212,85.984,4,4.462696783025325
Congratulations,Suncovers,owlh,213907,45,lo-fi,0.715,0.293,6,-11.143,1,0.0308,0.832,0.893,0.109,0.213,118.993,4,2.105407255304586
Come Away With Me,Covers Collection (Vol. 3),LAV8,178906,38,lo-fi,0.287,0.367,0,-15.858,1,0.094,0.562,0.879,0.143,0.181,53.085,4,2.9295003422313486
all i can do is love you,timbert,timbert,132255,28,lo-fi,0.549,0.185,1,-20.863,1,0.223,0.86,0.775,0.209,0.2,73.938,4,4.826830937713894
I'm Good (Blue),Suncovers,owlh,176566,51,lo-fi,0.764,0.195,4,-8.537,0,0.161,0.634,0.908,0.138,0.253,83.003,4,2.105407255304586
Love The Way You Lie,Feelin' Cute,<3BEAT,228269,41,lo-fi,0.633,0.328,10,-15.217,1,0.0458,0.904,0.893,0.321,0.119,155.968,4,2.891170431211499
4WD,timbert,timbert,107999,28,lo-fi,0.344,0.267,6,-16.524,1,0.152,0.896,0.827,0.331,0.373,77.994,4,4.826830937713894
love at first sight,daydreams,rosarummet,168000,18,lo-fi,0.622,0.218,2,-14.969,1,0.0371,0.673,0.884,0.234,0.234,80.063,4,4.7118412046543465
Yummy,Covers Collection,LAV8,149714,39,lo-fi,0.738,0.333,5,-12.639,0,0.0651,0.514,0.833,0.0895,0.738,104.995,4,4.060232717316906
solstice,in the clouds,owlh,223000,29,lo-fi,0.691,0.388,11,-11.417,0,0.0356,0.731,0.897,0.124,0.525,79.947,3,2.5270362765229293
Abundance,Perspective,"Chris Mazuera,tender spring",146440,34,lo-fi,0.638,0.159,9,-19.349,1,0.103,0.943,0.74,0.11,0.329,58.995,4,5.119780971937029
Close to you,Close to you,"Yestalgia,Shierro",153846,18,lo-fi,0.688,0.538,1,-10.653,1,0.0501,0.021,0.832,0.678,0.237,78.019,4,3.991786447638604
Blue Casket,Blue Casket,HawkOne,154791,6,lo-fi,0.839,0.624,1,-8.73,0,0.154,0.31,0.523,0.106,0.757,143.955,4,4.002737850787132
Your Highness,Your Highness,Kewlie,134634,15,lo-fi,0.636,0.482,2,-7.159,0,0.0488,0.5,0.909,0.135,0.111,82.261,4,4.002737850787132
Resonance,Resonance,"Enoki,Lofi Hifi",92899,10,lo-fi,0.56,0.235,8,-18.029,1,0.0427,0.738,0.865,0.135,0.16,82.992,4,4.016427104722792
Smooth Sailing,Smooth Sailing,Mr. Jello,146341,13,lo-fi,0.633,0.696,7,-8.684,0,0.077,0.839,0.76,0.512,0.359,82.019,3,4.060232717316906
Waves,Waves,"SCayos,Zachary Sobania,Noé Mina",203823,14,lo-fi,0.406,0.549,5,-9.582,0,0.0559,0.824,0.919,0.123,0.169,64.064,4,4.052019165
it kills me,it kills me,"demxntia,keshi",155428,57,lo-fi,0.534,0.449,11,-10.688,0,0.0422,0.44,0,0.0934,0.24,105.075,4,6.702258726899384
Hotline Bling,I've Seen You Somewhere Before,Miro Mas,189080,50,lo-fi,0.777,0.37,0,-14.961,0,0.0782,0.816,0.926,0.118,0.593,136.053,4,2.891170431211499
The Less I Know The Better,002 (other people's songs),lokash,215333,49,lo-fi,0.647,0.334,9,-14.558,1,0.0271,0.955,0.946,0.131,0.162,114.024,4,2.757015742642026
GLIMPSE OF US,GLIMPSE OF US,Yedai,250687,26,lo-fi,0.512,0.241,8,-19.108,1,0.0317,0.622,0.92,0.221,0.0893,160.072,3,2.220396988364134
rock,Feelin' Cute,<3BEAT,186315,48,lo-fi,0.688,0.466,7,-15.6,0,0.0641,0.29,0.906,0.912,0.118,76.005,4,2.891170431211499
Feel Good Inc.,Covers Collection (Vol. 4),LAV8,229971,46,lo-fi,0.768,0.374,11,-14.878,0,0.174,0.551,0.859,0.111,0.48,130.017,4,2.7953456536618755
Trouble,002 (other people's songs),lokash,280677,44,lo-fi,0.696,0.334,7,-16.532,0,0.0435,0.847,0.926,0.11,0.385,125.918,4,2.757015742642026
Save Your Tears,My Name Is Spruce,Granlund,201340,44,lo-fi,0.663,0.492,0,-9.488,1,0.0305,0.0339,0.863,0.0993,0.418,97.038,4,2.814510609
One Last Time,Suncovers,owlh,200277,44,lo-fi,0.781,0.129,8,-17.601,1,0.0423,0.912,0.941,0.109,0.564,107.999,4,2.105407255304586
Yellow,Covers Collection,LAV8,135000,40,lo-fi,0.586,0.402,11,-14.813,1,0.0872,0.294,0.908,0.113,0.169,95.024,4,4.060232717316906
Jocelyn Flores,001 (other people's songs),lokash,124166,39,lo-fi,0.718,0.284,11,-12.474,0,0.0351,0.801,0.853,0.103,0.28,72.02,4,3.293634496919918
Come By Sometime,About Last Night,Yedai,138289,28,lo-fi,0.553,0.159,9,-19.955,1,0.0298,0.719,0.696,0.104,0.123,72.984,4,2.546201232032854
sunflower,aurora,owlh,167874,47,lo-fi,0.675,0.609,10,-8.461,0,0.0377,0.457,0.663,0.0922,0.235,163.031,4,4.7118412046543465
Apologize,I've Seen You Somewhere Before,Miro Mas,156716,39,lo-fi,0.734,0.132,6,-19.555,1,0.039,0.969,0.926,0.186,0.59,111.968,4,2.891170431211499
The First Kiss,About Last Night,Yedai,147200,29,lo-fi,0.689,0.297,8,-14.567,1,0.0459,0.764,0.903,0.109,0.24,74.965,4,2.546201232032854
"Something Given, Something Taken",Field Trip,Yedai,126400,29,lo-fi,0.736,0.128,1,-19.792,1,0.11,0.881,0.628,0.0782,0.236,150.056,4,4.251882272416153
Bad Habits,I've Seen You Somewhere Before,Miro Mas,191480,42,lo-fi,0.719,0.36,3,-13.576,0,0.0742,0.911,0.873,0.149,0.646,174.035,4,2.891170431211499
disappear,disappear,demxntia,109741,41,lo-fi,0.476,0.36,2,-11.396,0,0.0494,0.96,1.92e-05,0.118,0.0341,140.575,4,7.047227926078029
All for You,All for You,"Micah Edwards,Theo Juarez",176285,54,lo-fi,0.5,0.35,0,-9.187,0,0.0647,0.647,0.599,0.161,0.541,155.505,4,5.133470226
You'll Be Alright,You'll Be Alright,"Milky Day,frad,Hayne",199016,51,lo-fi,0.708,0.461,5,-12.25,1,0.0288,0.165,0.000869,0.0865,0.592,92.015,4,4.156057495
Your Power,002 (other people's songs),lokash,224508,42,lo-fi,0.76,0.39,9,-13.685,0,0.0358,0.921,0.931,0.095,0.461,121.962,4,2.757015742642026
All Night Parking,Feelin' Cute,<3BEAT,138750,42,lo-fi,0.704,0.266,8,-20.339,1,0.0712,0.595,0.878,0.113,0.363,128.035,4,2.891170431211499
Heartbeats,002 (other people's songs),lokash,145384,39,lo-fi,0.65,0.386,8,-11.895,1,0.153,0.809,0.867,0.108,0.277,155.978,4,2.757015742642026
Daydreaming,The Prophecy,Tenno,173823,52,lo-fi,0.489,0.35,10,-14.945,0,0.0748,0.927,0.931,0.116,0.0966,136.004,4,4.323066392881588
Portals,Portals,Miro Mas,161025,30,lo-fi,0.538,0.26,4,-17.224,0,0.0422,0.909,0.932,0.0805,0.193,73.012,4,2.412046543463381
tartartar,wlcm to timbert,timbert,123000,15,lo-fi,0.645,0.333,7,-12.157,1,0.0578,0.98,0.897,0.177,0.275,79.96,4,4.462696783025325
Violent Crimes,Feelin' Cute,<3BEAT,198666,40,lo-fi,0.635,0.346,11,-19.714,1,0.0609,0.885,0.88,0.139,0.169,90.005,4,2.891170431211499
Forget Me,Suncovers,owlh,213673,41,lo-fi,0.764,0.291,1,-9.02,0,0.0544,0.396,0.927,0.222,0.353,97.991,4,2.105407255304586
restart,waves,owlh,159860,29,lo-fi,0.621,0.364,0,-14.355,1,0.0364,0.844,0.841,0.0939,0.342,123.109,4,4.251882272416153
Intro,002 (other people's songs),lokash,132000,40,lo-fi,0.82,0.314,9,-15.076,0,0.0427,0.83,0.937,0.0979,0.37,91.04,4,2.757015742642026
Passionfruit,Feelin' Cute,<3BEAT,242666,43,lo-fi,0.609,0.359,8,-14.12,0,0.131,0.608,0.866,0.544,0.556,179.966,4,2.891170431211499
2 A.M.,About Last Night,Yedai,128108,17,lo-fi,0.666,0.106,8,-17.784,1,0.0425,0.912,0.911,0.0838,0.134,120.279,4,2.546201232032854
blueberries,daydreams,rosarummet,167900,29,lo-fi,0.688,0.293,10,-14.829,1,0.0462,0.848,0.657,0.122,0.398,74.998,4,4.7118412046543465
Blankets,Mind Fix,Yedai,139583,28,lo-fi,0.557,0.338,10,-12.106,1,0.0312,0.798,0.913,0.15,0.345,180.201,4,4.347707049965777
Obsession,Jukebox,LAV8,130000,31,lo-fi,0.705,0.191,7,-20.703,0,0.0642,0.314,0.849,0.085,0.18,74.989,4,4.251882272416153
Hold On,Covers Collection (Vol. 4),LAV8,173479,40,lo-fi,0.644,0.329,4,-14.528,1,0.0747,0.41,0.878,0.217,0.361,135.03,4,2.7953456536618755
eclipse,in the clouds,owlh,164750,29,lo-fi,0.646,0.151,9,-18.911,1,0.0431,0.882,0.905,0.0961,0.473,129.991,4,2.5270362765229293
cloudy apple,daydreams,rosarummet,114788,31,lo-fi,0.712,0.229,7,-11.862,0,0.0501,0.649,0.839,0.389,0.144,80.027,4,4.7118412046543465
Sunflower,Covers Collection,LAV8,125666,40,lo-fi,0.523,0.406,11,-17.192,1,0.0403,0.57,0.95,0.132,0.0579,89.991,4,4.060232717316906
Feel It Still,002 (other people's songs),lokash,175874,40,lo-fi,0.706,0.177,6,-17.672,0,0.0533,0.976,0.914,0.0784,0.65,139.879,4,2.757015742642026
blinded,daydreams,rosarummet,120040,28,lo-fi,0.576,0.411,8,-13.239,1,0.157,0.717,0.72,0.153,0.141,110.093,4,4.7118412046543465
you broke me first,Suncovers,owlh,189798,42,lo-fi,0.694,0.378,1,-12.401,0,0.0378,0.381,0.936,0.0864,0.35,124.007,4,2.105407255304586
Fly Me to the Moon,Covers Collection,LAV8,112000,41,lo-fi,0.9,0.381,7,-12.564,1,0.0795,0.401,0.869,0.0756,0.507,135.002,4,4.060232717316906
I'm Yours,Covers Collection (Vol. 2),LAV8,189774,41,lo-fi,0.647,0.272,5,-13.302,1,0.0555,0.909,0.804,0.104,0.319,154.895,4,3.5044490075290895
Stay High,I've Seen You Somewhere Before,Miro Mas,191819,42,lo-fi,0.625,0.31,5,-14.315,1,0.0464,0.951,0.922,0.684,0.218,128.01,4,2.891170431211499
ambler,daydreams,rosarummet,140946,29,lo-fi,0.567,0.33,7,-12.508,1,0.0337,0.753,0.236,0.413,0.0397,140.058,4,4.7118412046543465
Summertime Sadness,Portals pt 2,Miro Mas,249999,44,lo-fi,0.752,0.291,10,-12.089,0,0.068,0.719,0.854,0.108,0.359,82.014,4,2.220396988364134
Waiting For Love,I've Seen You Somewhere Before,Miro Mas,190440,39,lo-fi,0.739,0.301,9,-14.853,1,0.0516,0.941,0.913,0.0742,0.171,123.978,4,2.891170431211499
Better Now,My Name Is Spruce,Granlund,200000,42,lo-fi,0.668,0.455,10,-12.324,1,0.0529,0.903,0.927,0.11,0.515,144.006,4,2.814510609
Mood,001 (other people's songs),lokash,142620,43,lo-fi,0.7,0.413,10,-15.318,1,0.114,0.926,0.8,0.131,0.501,124.011,4,3.293634496919918
hot chocolate,daydreams,rosarummet,134629,29,lo-fi,0.782,0.384,5,-11.879,0,0.0802,0.623,0.889,0.103,0.267,80.999,4,4.7118412046543465
Circles,Feelin' Cute,<3BEAT,183000,39,lo-fi,0.271,0.383,11,-13.643,1,0.0856,0.793,0.915,0.377,0.268,172.275,3,2.891170431211499
swamp,swamp,timbert,126548,18,lo-fi,0.652,0.178,11,-17.958,0,0.0411,0.904,0.944,0.119,0.144,122.987,4,4.577686516084873
My Mind & Me,Portals pt 2,Miro Mas,158685,43,lo-fi,0.871,0.341,9,-10.935,1,0.0738,0.852,0.898,0.0865,0.3,137.103,4,2.220396988364134
I Saw a Ghost,Portals,Miro Mas,133442,29,lo-fi,0.794,0.248,5,-11.798,0,0.356,0.82,0.925,0.093,0.212,82.064,4,2.412046543463381
Kiss Me More,001 (other people's songs),lokash,206869,39,lo-fi,0.658,0.558,5,-11.636,0,0.0331,0.711,0.875,0.212,0.526,114.985,4,3.293634496919918
Nora,Portals,Miro Mas,137872,29,lo-fi,0.809,0.532,8,-10.769,0,0.262,0.793,0.874,0.314,0.646,169.955,4,2.412046543463381
Thinkin Bout You,001 (other people's songs),lokash,176769,39,lo-fi,0.786,0.326,7,-15.63,1,0.0535,0.881,0.944,0.13,0.532,129.988,4,3.293634496919918
pardon,timbert,timbert,119724,28,lo-fi,0.646,0.101,6,-20.868,1,0.0424,0.921,0.903,0.11,0.447,81.982,4,4.826830937713894
Daisy,Botanic Garden,Variegata,142816,17,lo-fi,0.81,0.393,0,-19.948,1,0.0829,0.889,0.952,0.0955,0.384,148.953,4,4.219028062970568
Californication,Covers Collection (Vol. 3),LAV8,263059,45,lo-fi,0.659,0.362,8,-15.618,1,0.0966,0.51,0.9,0.112,0.558,170.016,4,2.9295003422313486
Killing Me Softly With His Song,My Name Is Spruce,Granlund,297541,40,lo-fi,0.624,0.38,1,-16.238,1,0.0803,0.0354,0.855,0.102,0.25,174.065,4,2.814510609
old fashioned,aurora,owlh,147000,29,lo-fi,0.653,0.446,7,-7.709,1,0.0469,0.701,0.876,0.114,0.043,80.022,4,4.7118412046543465
loophole,TBD,OMXS,90000,29,lo-fi,0.539,0.349,7,-13.441,1,0.377,0.828,0.755,0.469,0.525,77.598,4,4.481861739
cool aid,timbert,timbert,87471,28,lo-fi,0.535,0.235,6,-21.547,0,0.111,0.776,0.435,0.12,0.306,83.669,4,4.826830937713894
"Coffee, the Day After",About Last Night,Yedai,133020,14,lo-fi,0.608,0.253,4,-16.437,1,0.0494,0.593,0.00338,0.403,0.161,119.962,4,2.546201232032854
Take Me Far Away,Field Trip,Yedai,124235,28,lo-fi,0.718,0.133,6,-20.396,0,0.0492,0.547,0.839,0.11,0.327,85.059,4,4.251882272416153
golfday,Product: Vol. 1,Vubreeze,113239,18,lo-fi,0.604,0.0525,11,-21.963,0,0.0456,0.945,0.928,0.112,0.132,141.948,4,4.219028062970568
Animal,002 (other people's songs),lokash,192857,39,lo-fi,0.767,0.361,5,-11.835,1,0.0381,0.763,0.92,0.113,0.292,112.019,4,2.757015742642026
i've been pwned (do it all),timbert,timbert,121779,27,lo-fi,0.463,0.198,6,-21.17,0,0.0344,0.752,0.207,0.296,0.131,81.962,4,4.826830937713894
when the party's over,when the party's over,lokash,169736,40,lo-fi,0.61,0.29,7,-13.974,0,0.229,0.821,0.809,0.138,0.258,75.876,3,3.811088295687885
facetime and chill,aurora,owlh,160250,29,lo-fi,0.74,0.488,0,-11.673,1,0.0469,0.582,0.851,0.135,0.274,105.022,4,4.7118412046543465
Progression,Jukebox,LAV8,177054,18,lo-fi,0.721,0.541,10,-10.162,1,0.0779,0.594,0.891,0.347,0.31,182.076,3,4.251882272416153
Ladybug,Mind Fix,Yedai,100909,28,lo-fi,0.71,0.449,4,-13.697,1,0.0808,0.603,0.881,0.144,0.541,176.024,4,4.347707049965777
RIP Udden,Portals,Miro Mas,211445,14,lo-fi,0.452,0.233,6,-19.574,0,0.0513,0.921,0.918,0.101,0.0902,95.058,4,2.412046543463381
sampla,timbert,timbert,129000,29,lo-fi,0.722,0.146,6,-25.21,0,0.101,0.635,0.895,0.12,0.178,80.002,4,4.826830937713894
Eleven,Portals,Miro Mas,129580,14,lo-fi,0.874,0.286,2,-13.755,1,0.241,0.961,0.925,0.0959,0.502,85.047,3,2.412046543463381
Sunset Lover,002 (other people's songs),lokash,178296,40,lo-fi,0.551,0.504,7,-13.403,1,0.0493,0.86,0.853,0.151,0.296,87.947,4,2.757015742642026
meadow,waves,owlh,167832,28,lo-fi,0.754,0.481,5,-10.912,1,0.0421,0.473,0.927,0.115,0.215,143.023,4,4.251882272416153
fantasy,aurora,owlh,154500,28,lo-fi,0.68,0.414,9,-7.49,1,0.0319,0.597,0.903,0.132,0.117,90.024,4,4.7118412046543465
No Surprises,My Name Is Spruce,Granlund,176368,38,lo-fi,0.602,0.467,5,-13.225,1,0.0282,0.391,0.881,0.0904,0.515,150.056,4,2.814510609
Lemo,Mind Fix,Yedai,131845,29,lo-fi,0.731,0.226,7,-12.878,1,0.0451,0.759,0.89,0.0952,0.68,87.998,3,4.347707049965777
Essential,Jukebox,LAV8,158000,18,lo-fi,0.763,0.412,6,-12.441,1,0.364,0.0671,0.88,0.0972,0.511,159.98,4,4.251882272416153
All I Need,All I Need,"DYVN,Kabwasa",62926,41,lo-fi,0.764,0.46,10,-9.253,0,0.132,0.625,6.85e-06,0.153,0.61,82.181,4,3.1019849418206706
waves,waves,owlh,140979,36,lo-fi,0.753,0.234,11,-12.857,0,0.0309,0.64,0.907,0.113,0.136,139.995,4,4.251882272416153
Blue Velvet,Blue Velvet,"softy,Max Merseny",143848,32,lo-fi,0.343,0.368,7,-9.612,0,0.0358,0.951,0.935,0.0907,0.11,111.353,1,1.568788501026694
Gravity,Gravity,Juliàn,148250,28,lo-fi,0.595,0.242,7,-16.433,0,0.0337,0.911,0.768,0.229,0.0467,120.164,4,1.5879534565366187
Zero Gravity,Zero Gravity,"Bertholet,Philip Lassiter",162317,25,lo-fi,0.533,0.135,2,-18.085,0,0.0311,0.531,0.943,0.0701,0.162,70.988,4,1.6071184120465434
One Sunny Day,One Sunny Day,"softy,Mondo Loops",162360,33,lo-fi,0.703,0.33,2,-12.274,1,0.0337,0.886,0.867,0.124,0.568,130.014,4,1.626283367556468
Shrimp,Shrimp,"Noomz,DJ Garlik",112361,26,lo-fi,0.704,0.155,11,-17.288,1,0.0351,0.731,0.495,0.148,0.163,76.538,4,1.6454483230663928
Fox's Midnight Flame,Fox's Midnight Flame,"Whilst,deja blue,Malofsky",125137,34,lo-fi,0.643,0.236,10,-17.108,0,0.0297,0.944,0.86,0.124,0.107,65.071,4,1.6646132785763177
When I See You,When I See You,"Lenny B,Second Harbor",140127,27,lo-fi,0.732,0.281,8,-15.527,1,0.0546,0.879,0.873,0.115,0.177,140.038,1,2.9295003422313486
Calmy,Lazy Summer 2022,"Bequem,Novvel",124900,31,lo-fi,0.657,0.343,2,-14.782,1,0.0928,0.615,0.886,0.136,0.298,83.916,4,2.6721423682409307
Mediterranean Waters,Mellow Dreams 3,Kaspa.,125100,29,lo-fi,0.653,0.216,4,-14.084,0,0.0454,0.249,0.263,0.0962,0.0392,79.963,4,3.890485968514716
Another Summer,Autumn Woodlands 2022,"Enluv,Lokel",173967,26,lo-fi,0.61,0.471,10,-14.668,1,0.053,0.561,0.773,0.107,0.232,141.035,4,2.431211498973306
Early Morning,Lazy Summer 2022,Cosmonkey,137215,29,lo-fi,0.647,0.381,7,-12.114,1,0.0342,0.601,0.896,0.157,0.2,130.014,4,2.6721423682409307
Peace of Mind,Peace of Mind,"Aoko,Tibeauthetraveler",157586,16,lo-fi,0.717,0.181,9,-13.15,0,0.0666,0.704,0.92,0.0843,0.19,85.993,4,3.7399041752224504
Desert World,Desert World,LostiFi,114760,35,lo-fi,0.669,0.334,3,-13.415,0,0.028,0.668,0.144,0.137,0.192,109.958,4,3.8576317590691307
