ts,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name
2022-10-29T19:44:05Z,My Shot,Lin-Manuel Miranda,Hamilton
2022-10-29T19:45:37Z,The Story of Tonight,Lin-Manuel Miranda,Hamilton
2022-10-29T19:48:43Z,The Schuyler Sisters,Renée Elise Goldsberry,Hamilton
2022-10-29T19:50:36Z,Farmer Refuted,Thayne Jasperson,Hamilton
2022-10-29T19:54:04Z,You'll Be Back,Jonathan Groff,Hamilton
2022-10-29T19:59:37Z,Right Hand Man,Lin-Manuel Miranda,Hamilton
2022-10-29T20:00:47Z,A Winter's Ball,Leslie Odom Jr.,Hamilton
2022-10-29T20:04:57Z,Helpless,Phillipa Soo,Hamilton
2022-10-29T20:10:26Z,Satisfied,Renée Elise Goldsberry,Hamilton
2022-10-29T20:12:22Z,The Story of Tonight - Reprise,Okieriete Onaodowan,Hamilton
2022-10-29T20:15:36Z,Wait for It,Leslie Odom Jr.,Hamilton
2022-10-29T20:18:15Z,Stay Alive,Original Broadway Cast of Hamilton,Hamilton
2022-10-29T20:39:10Z,Ten Duel Commandments,Lin-Manuel Miranda,Hamilton
2022-10-29T23:21:02Z,Monsters,Katie Sky,Monsters
2022-10-29T23:23:19Z,Mad at Disney,salem ilese,Mad at Disney
2022-10-29T23:26:57Z,"I Choose - From The Netflix Original Film ""The Willoughbys""",Alessia Cara,I Choose
2022-10-29T23:30:11Z,Me And My Broken Heart,Rixton,Let The Road
2022-10-29T23:33:43Z,Heart Attack,Demi Lovato,Demi
2022-10-29T23:36:52Z,Think About You,Sture Zetterberg,Think About You
2022-10-29T23:40:09Z,Love Paradise,Kelly Chen,Kelly Stylish Index
2022-10-29T23:43:06Z,Into You - Acoustic Version,Matisse & Sadko,Into You
2022-10-29T23:46:14Z,2002,Anne-Marie,Speak Your Mind
2022-10-29T23:49:49Z,Stand Out Fit In,ONE OK ROCK,Eye of the Storm
2022-10-29T23:53:17Z,"Sit Still, Look Pretty",Daya,"Sit Still, Look Pretty"
2022-10-29T23:56:28Z,Older,Sasha Alex Sloan,Older
2022-10-29T23:59:38Z,Willow Tree,Rival,Willow Tree
2022-10-30T00:02:32Z,happy,Skinnyfabs,happy
2022-10-30T00:06:16Z,Love Is Gone - Danny Olson Remix,Danny Olson,Love Is Gone - Danny Olson Remix
2022-10-30T00:14:22Z,飄向北方,Namewee,亞洲通車
2022-10-30T00:14:47Z,One Summer Day,Joe Hisaishi,Spirited Away Soundtrack
2022-10-30T00:15:06Z,Opening Song - Merry-Go-Round of Life,Joe Hisaishi,Howl's Moving Castle Soundtrack
2022-10-30T00:16:48Z,Howl's Moving Castle Theme,Kyle Landry,Howl's Moving Castle Theme
2022-10-30T00:16:56Z,Howl's Moving Castle Theme,Kyle Landry,Howl's Moving Castle Theme
2022-10-30T00:16:59Z,Opening Song - Merry-Go-Round of Life,Joe Hisaishi,Howl's Moving Castle Soundtrack
2022-10-30T00:17:01Z,The Merry Light Cavalrymen,Joe Hisaishi,Howl's Moving Castle Soundtrack
2022-10-30T00:17:02Z,A Walk in the Skies,Joe Hisaishi,Howl's Moving Castle Soundtrack
2022-10-30T00:17:03Z,Heartbeat,Joe Hisaishi,Howl's Moving Castle Soundtrack
2022-10-30T00:17:05Z,Witch of the Waste,Joe Hisaishi,Howl's Moving Castle Soundtrack
2022-10-30T00:17:06Z,Sophie in Exile,Joe Hisaishi,Howl's Moving Castle Soundtrack
2022-10-30T00:17:07Z,The Magic Door,Joe Hisaishi,Howl's Moving Castle Soundtrack
2022-10-30T00:17:08Z,Irremovable Spell,Joe Hisaishi,Howl's Moving Castle Soundtrack
2022-10-30T00:17:16Z,Cleaning House,Joe Hisaishi,Howl's Moving Castle Soundtrack
2022-10-30T00:17:34Z,You're in Love,Joe Hisaishi,Howl's Moving Castle Soundtrack
2022-10-30T00:17:39Z,Love Under Fire,Joe Hisaishi,Howl's Moving Castle Soundtrack
2022-10-30T00:17:46Z,Sophie's Castle,Joe Hisaishi,Howl's Moving Castle Soundtrack
2022-10-30T02:14:50Z,Howl's Moving Castle Theme (Howl's Moving Castle Original Soundtrack),PianoDeuss,Howl's Moving Castle Theme (Howl's Moving Castle Original Soundtrack)
2022-10-30T02:47:39Z,PLAYBOY,EXO,EXODUS - The 2nd Album
2022-10-30T02:50:46Z,Late Night Talking,Harry Styles,Harry's House
2022-10-30T02:54:06Z,Anti-Hero,Taylor Swift,Midnights
2022-10-30T02:56:35Z,I Ain't Worried,OneRepublic,I Ain’t Worried
2022-10-30T02:59:18Z,Sunroof,Nicky Youre,Sunroof
2022-10-30T02:59:36Z,Judy You Hung the Moon,HARBOUR,Heatwave
2022-10-30T03:02:43Z,Talk Too Much,COIN,How Will You Know If You Never Try
2022-10-30T03:05:31Z,As It Was,Harry Styles,Harry's House
2022-10-30T03:08:56Z,Karma,Taylor Swift,Midnights
2022-10-30T03:12:32Z,deja vu,Olivia Rodrigo,SOUR
2022-10-30T03:16:08Z,Every Summertime,NIKI,Every Summertime
2022-10-30T03:19:30Z,Love Me Like a Friend,Fly By Midnight,Happy About Everything Else...
2022-10-30T03:21:54Z,Good Advice,Peach Tree Rascals,Good Advice
2022-10-30T03:25:22Z,Adore You,Harry Styles,Fine Line
2022-10-30T03:28:44Z,Lavender Haze,Taylor Swift,Midnights
2022-10-30T03:30:44Z,this is what falling in love feels like,JVKE,this is what ____ feels like (Vol. 1-4)
2022-10-30T03:33:37Z,muse,MisterWives,SUPERBLOOM
2022-10-30T03:34:21Z,Lancaster Nights,Charlie Burg,Lancaster Nights
2022-10-30T03:37:50Z,Kiss Me More (feat. SZA),Doja Cat,Planet Her
2022-10-30T03:40:44Z,Watermelon Sugar,Harry Styles,Fine Line
2022-10-30T03:44:23Z,Maroon,Taylor Swift,Midnights
2022-10-30T03:47:36Z,About Damn Time,Lizzo,Special
2022-10-30T03:51:01Z,Fall In Love Alone,Stacey Ryan,Fall In Love Alone
2022-10-30T03:54:25Z,Levitating,Dua Lipa,Future Nostalgia
2022-10-30T03:57:24Z,Settle Down,Ricky Montgomery,It's 2016 Somewhere
2022-10-30T04:00:09Z,Daylight,Harry Styles,Harry's House
2022-10-30T04:04:25Z,Snow On The Beach (feat. Lana Del Rey),Taylor Swift,Midnights
2022-10-30T04:07:35Z,305,Shawn Mendes,Wonder
2022-10-30T05:08:14Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-10-30T05:08:33Z,Fright of Their Lives,Alex Brightman,Beetlejuice
2022-10-30T05:09:58Z,Creepy Old Guy,Sophia Anne Caruso,Beetlejuice
2022-10-30T16:05:50Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-10-30T16:07:40Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-10-30T16:10:44Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-10-30T16:13:48Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-10-30T16:16:52Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-10-30T16:19:57Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-10-30T16:23:02Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-10-30T16:26:07Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-10-30T16:29:11Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-10-30T16:32:16Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-10-30T16:35:20Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-10-30T16:36:33Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-10-30T20:26:42Z,hiccup,Valley,sucks to see you doing better
2022-10-30T21:42:57Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-10-30T21:45:39Z,Prologue: Invisible,Sophia Anne Caruso,Beetlejuice
2022-10-30T21:49:23Z,"The Whole ""Being Dead"" Thing",Alex Brightman,Beetlejuice
2022-10-30T21:53:05Z,"Ready Set, Not Yet",Rob McClure,Beetlejuice
2022-10-30T21:54:45Z,"The Whole ""Being Dead"" Thing, Pt. 2",Alex Brightman,Beetlejuice
2022-10-30T21:57:49Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-10-30T22:01:34Z,Fright of Their Lives,Alex Brightman,Beetlejuice
2022-10-30T22:02:33Z,Ready Set - Reprise,Rob McClure,Beetlejuice
2022-10-30T22:05:44Z,No Reason,Leslie Kritzer,Beetlejuice
2022-10-30T22:07:32Z,Invisible (Reprise) / On the Roof,Alex Brightman,Beetlejuice
2022-10-30T22:11:28Z,Say My Name,Alex Brightman,Beetlejuice
2022-10-30T22:15:12Z,Day-O (The Banana Boat Song) - Act 1 Finale,Leslie Kritzer,Beetlejuice
2022-10-30T22:17:38Z,Girl Scout,Dana Steingold,Beetlejuice
2022-10-30T22:22:53Z,That Beautiful Sound,Alex Brightman,Beetlejuice
2022-10-30T22:26:19Z,Barbara 2.0,Kerry Butler,Beetlejuice
2022-10-30T22:29:54Z,What I Know Now,Leslie Kritzer,Beetlejuice
2022-10-30T22:33:42Z,Home,Sophia Anne Caruso,Beetlejuice
2022-10-30T22:38:05Z,Creepy Old Guy,Sophia Anne Caruso,Beetlejuice
2022-10-30T22:40:10Z,Jump in the Line / Dead Mom - Reprise,Sophia Anne Caruso,Beetlejuice
2022-10-30T22:41:48Z,Prologue: Invisible,Sophia Anne Caruso,Beetlejuice
2022-10-30T22:45:30Z,"Ready Set, Not Yet",Rob McClure,Beetlejuice
2022-10-30T22:47:10Z,"The Whole ""Being Dead"" Thing, Pt. 2",Alex Brightman,Beetlejuice
2022-10-30T22:50:14Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-10-30T22:53:59Z,Fright of Their Lives,Alex Brightman,Beetlejuice
2022-10-30T22:54:58Z,Ready Set - Reprise,Rob McClure,Beetlejuice
2022-10-30T22:58:09Z,No Reason,Leslie Kritzer,Beetlejuice
2022-10-30T22:59:57Z,Invisible (Reprise) / On the Roof,Alex Brightman,Beetlejuice
2022-10-30T23:03:53Z,Say My Name,Alex Brightman,Beetlejuice
2022-10-30T23:07:37Z,Day-O (The Banana Boat Song) - Act 1 Finale,Leslie Kritzer,Beetlejuice
2022-10-30T23:10:03Z,Girl Scout,Dana Steingold,Beetlejuice
2022-10-30T23:35:30Z,That Beautiful Sound,Alex Brightman,Beetlejuice
2022-10-31T03:12:36Z,Say My Name,Alex Brightman,Beetlejuice
2022-10-31T03:15:59Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-10-31T03:19:03Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-10-31T03:19:12Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-10-31T03:19:57Z,I Love Kanye,Kanye West,The Life Of Pablo
2022-10-31T03:20:24Z,I Love Kanye,Kanye West,The Life Of Pablo
2022-10-31T03:21:47Z,I Love Kayne X Redbone,Turbo,I Love Kayne X Redbone
2022-10-31T03:23:11Z,I Love Kayne X Redbone,Turbo,I Love Kayne X Redbone
2022-10-31T03:24:34Z,I Love Kayne X Redbone,Turbo,I Love Kayne X Redbone
2022-10-31T03:26:35Z,I Love Kayne X Redbone,Turbo,I Love Kayne X Redbone
2022-10-31T03:27:59Z,I Love Kayne X Redbone,Turbo,I Love Kayne X Redbone
2022-10-31T03:29:22Z,I Love Kayne X Redbone,Turbo,I Love Kayne X Redbone
2022-10-31T03:30:46Z,I Love Kayne X Redbone,Turbo,I Love Kayne X Redbone
2022-10-31T03:32:09Z,I Love Kayne X Redbone,Turbo,I Love Kayne X Redbone
2022-10-31T03:33:32Z,I Love Kayne X Redbone,Turbo,I Love Kayne X Redbone
2022-10-31T03:34:56Z,I Love Kayne X Redbone,Turbo,I Love Kayne X Redbone
2022-10-31T03:54:10Z,"The Powerpuff Girls Theme Song (from ""The Powerpuff Girls"") - Cover",Kids Superstars,"The Powerpuff Girls Theme Song (from ""The Powerpuff Girls"")"
2022-10-31T03:54:50Z,The Powerpuff Girls (Theme Song) - [VGR Holiday Remix],Powerpuff Girls,Cartoon Network Theme Songs (Holiday Remix)
2022-10-31T03:55:29Z,The Powerpuff Girls (Theme Song) - [VGR Holiday Remix],Powerpuff Girls,Cartoon Network Theme Songs (Holiday Remix)
2022-10-31T03:56:08Z,The Powerpuff Girls (Theme Song) - [VGR Holiday Remix],Powerpuff Girls,Cartoon Network Theme Songs (Holiday Remix)
2022-10-31T03:56:48Z,The Powerpuff Girls (Theme Song) - [VGR Holiday Remix],Powerpuff Girls,Cartoon Network Theme Songs (Holiday Remix)
2022-10-31T03:57:40Z,The Powerpuff Girls (Theme Song) - [VGR Holiday Remix],Powerpuff Girls,Cartoon Network Theme Songs (Holiday Remix)
2022-10-31T03:57:45Z,I Love Kayne X Redbone,Turbo,I Love Kayne X Redbone
2022-10-31T03:58:07Z,I Love Kanye x Redbone - 8D Audio,(((()))),I Love Kanye x Redbone - 8D Audio
2022-10-31T03:59:31Z,I Love Kayne X Redbone,Turbo,I Love Kayne X Redbone
2022-10-31T04:00:54Z,I Love Kayne X Redbone,Turbo,I Love Kayne X Redbone
2022-10-31T04:01:18Z,I Love Kayne X Redbone,Turbo,I Love Kayne X Redbone
2022-10-31T04:06:45Z,Redbone,Childish Gambino,"""Awaken, My Love!"""
2022-10-31T04:12:12Z,Redbone,Childish Gambino,"""Awaken, My Love!"""
2022-10-31T04:17:39Z,Redbone,Childish Gambino,"""Awaken, My Love!"""
2022-10-31T04:23:06Z,Redbone,Childish Gambino,"""Awaken, My Love!"""
2022-10-31T04:28:33Z,Redbone,Childish Gambino,"""Awaken, My Love!"""
2022-10-31T04:34:00Z,Redbone,Childish Gambino,"""Awaken, My Love!"""
2022-10-31T04:39:27Z,Redbone,Childish Gambino,"""Awaken, My Love!"""
2022-10-31T05:29:36Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-10-31T05:30:27Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-10-31T05:30:29Z,Fright of Their Lives,Alex Brightman,Beetlejuice
2022-10-31T17:25:45Z,I Love Kayne X Redbone,Turbo,I Love Kayne X Redbone
2022-10-31T17:25:45Z,Redbone,Childish Gambino,"""Awaken, My Love!"""
2022-10-31T17:25:45Z,I Love Kayne X Redbone,Turbo,I Love Kayne X Redbone
2022-10-31T17:28:58Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-10-31T17:32:02Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-10-31T17:35:06Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-10-31T22:56:56Z,I Love Kayne X Redbone,Turbo,I Love Kayne X Redbone
2022-10-31T22:57:01Z,I Love Kanye,Kanye West,The Life Of Pablo
2022-11-01T19:44:43Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-11-01T20:03:37Z,Fright of Their Lives,Alex Brightman,Beetlejuice
2022-11-01T20:04:35Z,Ready Set - Reprise,Rob McClure,Beetlejuice
2022-11-01T20:07:46Z,No Reason,Leslie Kritzer,Beetlejuice
2022-11-01T20:08:37Z,Invisible (Reprise) / On the Roof,Alex Brightman,Beetlejuice
2022-11-01T20:20:48Z,Invisible (Reprise) / On the Roof,Alex Brightman,Beetlejuice
2022-11-01T20:24:43Z,Say My Name,Alex Brightman,Beetlejuice
2022-11-01T21:08:56Z,Day-O (The Banana Boat Song) - Act 1 Finale,Leslie Kritzer,Beetlejuice
2022-11-01T21:11:23Z,Girl Scout,Dana Steingold,Beetlejuice
2022-11-01T21:16:37Z,That Beautiful Sound,Alex Brightman,Beetlejuice
2022-11-01T21:20:04Z,Barbara 2.0,Kerry Butler,Beetlejuice
2022-11-01T21:22:23Z,What I Know Now,Leslie Kritzer,Beetlejuice
2022-11-01T21:26:10Z,Home,Sophia Anne Caruso,Beetlejuice
2022-11-01T21:30:33Z,Creepy Old Guy,Sophia Anne Caruso,Beetlejuice
2022-11-01T21:32:38Z,Jump in the Line / Dead Mom - Reprise,Sophia Anne Caruso,Beetlejuice
2022-11-01T21:33:02Z,Prologue: Invisible,Sophia Anne Caruso,Beetlejuice
2022-11-01T21:33:10Z,"The Whole ""Being Dead"" Thing",Alex Brightman,Beetlejuice
2022-11-01T21:36:56Z,"Ready Set, Not Yet",Rob McClure,Beetlejuice
2022-11-01T21:41:05Z,"The Whole ""Being Dead"" Thing, Pt. 2",Alex Brightman,Beetlejuice
2022-11-01T21:44:09Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-11-01T21:47:54Z,Fright of Their Lives,Alex Brightman,Beetlejuice
2022-11-01T21:48:52Z,Ready Set - Reprise,Rob McClure,Beetlejuice
2022-11-01T21:52:04Z,No Reason,Leslie Kritzer,Beetlejuice
2022-11-01T21:53:52Z,Invisible (Reprise) / On the Roof,Alex Brightman,Beetlejuice
2022-11-01T21:57:48Z,Say My Name,Alex Brightman,Beetlejuice
2022-11-01T22:01:32Z,Day-O (The Banana Boat Song) - Act 1 Finale,Leslie Kritzer,Beetlejuice
2022-11-01T22:03:58Z,Girl Scout,Dana Steingold,Beetlejuice
2022-11-01T22:09:13Z,That Beautiful Sound,Alex Brightman,Beetlejuice
2022-11-01T22:12:39Z,Barbara 2.0,Kerry Butler,Beetlejuice
2022-11-01T22:16:14Z,What I Know Now,Leslie Kritzer,Beetlejuice
2022-11-01T22:20:02Z,Home,Sophia Anne Caruso,Beetlejuice
2022-11-01T22:24:25Z,Creepy Old Guy,Sophia Anne Caruso,Beetlejuice
2022-11-01T22:26:30Z,Jump in the Line / Dead Mom - Reprise,Sophia Anne Caruso,Beetlejuice
2022-11-01T22:29:14Z,Prologue: Invisible,Sophia Anne Caruso,Beetlejuice
2022-11-01T22:33:02Z,"The Whole ""Being Dead"" Thing",Alex Brightman,Beetlejuice
2022-11-01T22:36:44Z,"Ready Set, Not Yet",Rob McClure,Beetlejuice
2022-11-01T22:38:23Z,"The Whole ""Being Dead"" Thing, Pt. 2",Alex Brightman,Beetlejuice
2022-11-01T22:41:27Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-11-01T22:45:12Z,Fright of Their Lives,Alex Brightman,Beetlejuice
2022-11-01T22:46:11Z,Ready Set - Reprise,Rob McClure,Beetlejuice
2022-11-01T22:49:23Z,No Reason,Leslie Kritzer,Beetlejuice
2022-11-01T22:51:11Z,Invisible (Reprise) / On the Roof,Alex Brightman,Beetlejuice
2022-11-01T22:55:07Z,Say My Name,Alex Brightman,Beetlejuice
2022-11-01T23:00:57Z,Day-O (The Banana Boat Song) - Act 1 Finale,Leslie Kritzer,Beetlejuice
2022-11-01T23:23:45Z,Girl Scout,Dana Steingold,Beetlejuice
2022-11-01T23:29:00Z,That Beautiful Sound,Alex Brightman,Beetlejuice
2022-11-01T23:32:26Z,Barbara 2.0,Kerry Butler,Beetlejuice
2022-11-01T23:36:00Z,What I Know Now,Leslie Kritzer,Beetlejuice
2022-11-01T23:48:16Z,Home,Sophia Anne Caruso,Beetlejuice
2022-11-03T01:47:47Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-11-03T01:51:50Z,Home,Sophia Anne Caruso,Beetlejuice
2022-11-03T01:56:12Z,Creepy Old Guy,Sophia Anne Caruso,Beetlejuice
2022-11-03T01:58:18Z,Jump in the Line / Dead Mom - Reprise,Sophia Anne Caruso,Beetlejuice
2022-11-03T03:32:05Z,Prologue: Invisible,Sophia Anne Caruso,Beetlejuice
2022-11-03T03:35:48Z,"The Whole ""Being Dead"" Thing",Alex Brightman,Beetlejuice
2022-11-03T03:39:31Z,"Ready Set, Not Yet",Rob McClure,Beetlejuice
2022-11-03T03:41:11Z,"The Whole ""Being Dead"" Thing, Pt. 2",Alex Brightman,Beetlejuice
2022-11-03T03:44:16Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-11-04T04:20:31Z,"Ready Set, Not Yet",Rob McClure,Beetlejuice
2022-11-04T04:22:12Z,"The Whole ""Being Dead"" Thing, Pt. 2",Alex Brightman,Beetlejuice
2022-11-04T04:25:16Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-11-04T04:29:00Z,Fright of Their Lives,Alex Brightman,Beetlejuice
2022-11-04T04:29:59Z,Ready Set - Reprise,Rob McClure,Beetlejuice
2022-11-04T04:33:11Z,No Reason,Leslie Kritzer,Beetlejuice
2022-11-04T04:34:13Z,Invisible (Reprise) / On the Roof,Alex Brightman,Beetlejuice
2022-11-04T22:37:55Z,"Ready Set, Not Yet",Rob McClure,Beetlejuice
2022-11-04T22:39:35Z,"The Whole ""Being Dead"" Thing, Pt. 2",Alex Brightman,Beetlejuice
2022-11-04T22:42:39Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-11-04T22:46:24Z,Fright of Their Lives,Alex Brightman,Beetlejuice
2022-11-04T22:47:23Z,Ready Set - Reprise,Rob McClure,Beetlejuice
2022-11-04T22:50:34Z,No Reason,Leslie Kritzer,Beetlejuice
2022-11-04T22:52:23Z,Invisible (Reprise) / On the Roof,Alex Brightman,Beetlejuice
2022-11-04T22:56:18Z,Say My Name,Alex Brightman,Beetlejuice
2022-11-04T23:00:02Z,Day-O (The Banana Boat Song) - Act 1 Finale,Leslie Kritzer,Beetlejuice
2022-11-04T23:02:29Z,Girl Scout,Dana Steingold,Beetlejuice
2022-11-04T23:07:44Z,That Beautiful Sound,Alex Brightman,Beetlejuice
2022-11-04T23:12:05Z,Barbara 2.0,Kerry Butler,Beetlejuice
2022-11-04T23:15:40Z,What I Know Now,Leslie Kritzer,Beetlejuice
2022-11-04T23:19:27Z,Home,Sophia Anne Caruso,Beetlejuice
2022-11-04T23:20:33Z,Creepy Old Guy,Sophia Anne Caruso,Beetlejuice
2022-11-05T02:28:43Z,Creepy Old Guy,Sophia Anne Caruso,Beetlejuice
2022-11-05T02:30:49Z,Jump in the Line / Dead Mom - Reprise,Sophia Anne Caruso,Beetlejuice
2022-11-05T02:33:32Z,Prologue: Invisible,Sophia Anne Caruso,Beetlejuice
2022-11-05T02:37:16Z,"The Whole ""Being Dead"" Thing",Alex Brightman,Beetlejuice
2022-11-05T02:40:58Z,"Ready Set, Not Yet",Rob McClure,Beetlejuice
2022-11-05T02:42:38Z,"The Whole ""Being Dead"" Thing, Pt. 2",Alex Brightman,Beetlejuice
2022-11-05T02:45:42Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-11-05T02:59:35Z,Fright of Their Lives,Alex Brightman,Beetlejuice
2022-11-05T20:03:47Z,Prologue: Invisible,Sophia Anne Caruso,Beetlejuice
2022-11-05T20:03:47Z,Fright of Their Lives,Alex Brightman,Beetlejuice
2022-11-05T20:07:53Z,"Ready Set, Not Yet",Rob McClure,Beetlejuice
2022-11-05T20:09:34Z,"The Whole ""Being Dead"" Thing, Pt. 2",Alex Brightman,Beetlejuice
2022-11-05T20:12:38Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-11-05T23:41:21Z,Prologue: Invisible,Sophia Anne Caruso,Beetlejuice
2022-11-05T23:45:04Z,"The Whole ""Being Dead"" Thing",Alex Brightman,Beetlejuice
2022-11-05T23:48:46Z,"Ready Set, Not Yet",Rob McClure,Beetlejuice
2022-11-05T23:50:27Z,"The Whole ""Being Dead"" Thing, Pt. 2",Alex Brightman,Beetlejuice
2022-11-05T23:53:31Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-11-05T23:57:15Z,Fright of Their Lives,Alex Brightman,Beetlejuice
2022-11-05T23:58:14Z,Ready Set - Reprise,Rob McClure,Beetlejuice
2022-11-06T00:01:26Z,No Reason,Leslie Kritzer,Beetlejuice
2022-11-06T00:03:14Z,Invisible (Reprise) / On the Roof,Alex Brightman,Beetlejuice
2022-11-06T00:07:21Z,Say My Name,Alex Brightman,Beetlejuice
2022-11-06T00:11:06Z,Day-O (The Banana Boat Song) - Act 1 Finale,Leslie Kritzer,Beetlejuice
2022-11-06T00:13:32Z,Girl Scout,Dana Steingold,Beetlejuice
2022-11-06T00:18:47Z,That Beautiful Sound,Alex Brightman,Beetlejuice
2022-11-06T00:22:13Z,Barbara 2.0,Kerry Butler,Beetlejuice
2022-11-06T00:25:48Z,What I Know Now,Leslie Kritzer,Beetlejuice
2022-11-06T00:29:36Z,Home,Sophia Anne Caruso,Beetlejuice
2022-11-06T00:37:13Z,Creepy Old Guy,Sophia Anne Caruso,Beetlejuice
2022-11-06T00:39:19Z,Jump in the Line / Dead Mom - Reprise,Sophia Anne Caruso,Beetlejuice
2022-11-06T00:42:03Z,Prologue: Invisible,Sophia Anne Caruso,Beetlejuice
2022-11-06T00:45:47Z,"The Whole ""Being Dead"" Thing",Alex Brightman,Beetlejuice
2022-11-06T00:49:29Z,"Ready Set, Not Yet",Rob McClure,Beetlejuice
2022-11-06T00:51:08Z,"The Whole ""Being Dead"" Thing, Pt. 2",Alex Brightman,Beetlejuice
2022-11-06T00:54:13Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-11-06T00:57:57Z,Fright of Their Lives,Alex Brightman,Beetlejuice
2022-11-06T00:58:56Z,Ready Set - Reprise,Rob McClure,Beetlejuice
2022-11-06T01:02:08Z,No Reason,Leslie Kritzer,Beetlejuice
2022-11-06T01:03:56Z,Invisible (Reprise) / On the Roof,Alex Brightman,Beetlejuice
2022-11-06T01:07:51Z,Say My Name,Alex Brightman,Beetlejuice
2022-11-06T01:11:35Z,Day-O (The Banana Boat Song) - Act 1 Finale,Leslie Kritzer,Beetlejuice
2022-11-06T01:14:02Z,Girl Scout,Dana Steingold,Beetlejuice
2022-11-06T01:19:17Z,That Beautiful Sound,Alex Brightman,Beetlejuice
2022-11-06T01:22:43Z,Barbara 2.0,Kerry Butler,Beetlejuice
2022-11-06T01:26:18Z,What I Know Now,Leslie Kritzer,Beetlejuice
2022-11-06T01:30:06Z,Home,Sophia Anne Caruso,Beetlejuice
2022-11-06T01:34:29Z,Creepy Old Guy,Sophia Anne Caruso,Beetlejuice
2022-11-06T01:36:34Z,Jump in the Line / Dead Mom - Reprise,Sophia Anne Caruso,Beetlejuice
2022-11-06T01:39:17Z,Prologue: Invisible,Sophia Anne Caruso,Beetlejuice
2022-11-06T01:43:01Z,"The Whole ""Being Dead"" Thing",Alex Brightman,Beetlejuice
2022-11-06T01:46:43Z,"Ready Set, Not Yet",Rob McClure,Beetlejuice
2022-11-06T01:48:24Z,"The Whole ""Being Dead"" Thing, Pt. 2",Alex Brightman,Beetlejuice
2022-11-06T01:51:28Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-11-06T02:37:51Z,Fright of Their Lives,Alex Brightman,Beetlejuice
2022-11-06T14:17:35Z,"Ready Set, Not Yet",Rob McClure,Beetlejuice
2022-11-06T14:17:39Z,"The Whole ""Being Dead"" Thing, Pt. 2",Alex Brightman,Beetlejuice
2022-11-06T14:20:43Z,Dead Mom,Sophia Anne Caruso,Beetlejuice
2022-11-06T14:24:27Z,Fright of Their Lives,Alex Brightman,Beetlejuice
2022-11-06T14:25:26Z,Ready Set - Reprise,Rob McClure,Beetlejuice
2022-11-06T14:28:38Z,No Reason,Leslie Kritzer,Beetlejuice
2022-11-06T14:30:26Z,Invisible (Reprise) / On the Roof,Alex Brightman,Beetlejuice
2022-11-06T14:40:29Z,Say My Name,Alex Brightman,Beetlejuice
2022-11-06T20:58:53Z,Fright of Their Lives,Alex Brightman,Beetlejuice
2022-11-06T21:02:33Z,Shouldn't Be,Luke Chiang,Shouldn't Be
2022-11-06T21:06:23Z,May I Ask,Luke Chiang,May I Ask
2022-11-06T21:21:39Z,Paragraphs,Luke Chiang,Paragraphs
2022-11-06T21:24:39Z,Used to Me,Luke Chiang,Used to Me
2022-11-06T21:27:29Z,Home,Luke Chiang,Home
2022-11-06T21:34:02Z,Paragraphs,Luke Chiang,Paragraphs
