Track Name,Album Name,Artist Name(s),Added At,Genres,Duration (ms),Popularity,Danceability,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Song Age,Play Count
Slow Dancing,Layover,V,2025-03-21T21:22:15Z,k-pop,187026,76,0.579,8,-7.758,0.058,0.257,0.00462,0.0986,0.552,155.96,4,1.5496235455167693,676
Blue Velvet,Blue Velvet,"softy,Max Merseny",2025-03-21T21:22:15Z,"lo-fi,lo-fi beats,jazz beats",143848,32,0.343,7,-9.612,0.0358,0.951,0.935,0.0907,0.11,111.353,1,1.5496235455167693,1
Zero Gravity,Zero Gravity,"Bertholet,Philip Lassiter",2025-03-21T21:22:15Z,"lo-fi beats,lo-fi,jazz funk",162317,25,0.533,2,-18.085,0.0311,0.531,0.943,0.0701,0.162,70.988,4,1.587953456536619,1
One Sunny Day,One Sunny Day,"softy,Mondo Loops",2025-03-21T21:22:15Z,"lo-fi,lo-fi beats",162360,33,0.703,2,-12.274,0.0337,0.886,0.867,0.124,0.568,130.014,4,1.6071184120465434,1
Shrimp,Shrimp,"Noomz,DJ Garlik",2025-03-21T21:22:15Z,lo-fi,112361,26,0.704,11,-17.288,0.0351,0.731,0.495,0.148,0.163,76.538,4,1.626283367556468,1
Fox's Midnight Flame,Fox's Midnight Flame,"Whilst,deja blue,Malofsky",2025-03-21T21:22:15Z,"jazz beats,lo-fi,lo-fi beats",125137,34,0.643,10,-17.108,0.0297,0.944,0.86,0.124,0.107,65.071,4,1.6454483230663928,1
When I See You,When I See You,"Lenny B,Second Harbor",2025-03-21T21:22:15Z,"jazz beats,lo-fi beats,lo-fi",140127,27,0.732,8,-15.527,0.0546,0.879,0.873,0.115,0.177,140.038,1,2.910335386721424,1
Calmy,Lazy Summer 2022,"Bequem,Novvel",2025-03-21T21:22:15Z,"lo-fi,lo-fi beats,jazz beats",124900,31,0.657,2,-14.782,0.0928,0.615,0.886,0.136,0.298,83.916,4,2.652977412731006,1
Mediterranean Waters,Mellow Dreams 3,Kaspa.,2025-03-21T21:22:15Z,lo-fi,125100,29,0.653,4,-14.084,0.0454,0.249,0.263,0.0962,0.0392,79.963,4,3.871321013004791,1
Another Summer,Autumn Woodlands 2022,"Enluv,Lokel",2025-03-21T21:22:15Z,"lo-fi,lo-fi beats",173967,26,0.61,10,-14.668,0.053,0.561,0.773,0.107,0.232,141.035,4,2.412046543463381,1
Early Morning,Lazy Summer 2022,Cosmonkey,2025-03-21T21:22:15Z,"lo-fi,lo-fi beats",137215,29,0.647,7,-12.114,0.0342,0.601,0.896,0.157,0.2,130.014,4,2.652977412731006,1
Peace of Mind,Peace of Mind,"Aoko,Tibeauthetraveler",2025-03-21T21:22:15Z,"jazz beats,lo-fi beats,lo-fi",157586,16,0.717,9,-13.15,0.0666,0.704,0.92,0.0843,0.19,85.993,4,3.7207392197125255,1
Desert World,Desert World,LostiFi,2025-03-21T21:22:15Z,lo-fi beats,114760,35,0.669,3,-13.415,0.028,0.668,0.144,0.137,0.192,109.958,4,3.838466803559206,1
Crystal Jazz,Crystal Jazz,Zmeyev,2025-03-21T21:22:15Z,"lo-fi beats,jazz beats,lo-fi,jazz rap",152798,35,0.627,7,-11.694,0.0391,0.95,0.952,0.122,0.326,157.977,4,2.680355920602328,1
Only Good Vibes,Lazy Summer 2022,Mujo,2025-03-21T21:22:15Z,"lo-fi,lo-fi beats,jazz beats",121832,17,0.53,0,-13.453,0.0751,0.711,0.796,0.16,0.405,134.045,4,2.652977412731006,1
Peaks of Chimborazo,Peaks of Chimborazo,"Moderator,Etherealplcs",2025-03-21T21:22:15Z,"trip hop,lo-fi beats",152418,27,0.638,7,-10.881,0.0591,0.831,0.852,0.116,0.528,77.996,4,2.3545516769336072,1
Longing for Rain,Autumn Woodlands 2022,RejSende,2025-03-21T21:22:15Z,"lo-fi beats,lo-fi,jazz beats",134082,34,0.621,10,-11.322,0.0337,0.766,0.923,0.216,0.289,85.027,4,2.412046543463381,1
Foggy Day,Urban Melancholy,"Zmeyev,.Eehou",2025-03-21T21:22:15Z,"lo-fi beats,jazz beats,lo-fi,jazz rap",144070,23,0.658,6,-12.214,0.157,0.879,0.677,0.134,0.511,80,4,6.001368925393567,1
Blue Skies,Blue Skies,"Aoko,brass.beats",2025-03-21T21:22:15Z,"jazz beats,lo-fi beats,lo-fi",156831,34,0.708,11,-13.002,0.0637,0.663,0.39,0.101,0.156,80,4,2.5270362765229293,1
Last Light,Ocean Above,"Nothingtosay,D0d.",2025-03-21T21:22:15Z,"lo-fi,lo-fi beats",139092,27,0.641,9,-15.038,0.0381,0.751,0.92,0.0859,0.143,79.021,4,3.780971937029432,1
Cloudy Day,Cloudy Day,Lemeria,2025-03-21T21:22:15Z,"jazz beats,lo-fi",193307,30,0.71,1,-17.041,0.0546,0.806,0.87,0.127,0.103,79.997,4,3.783709787816564,1
Okay,Okay,Downtown Owl,2025-03-21T21:22:15Z,"lo-fi beats,lo-fi",172235,37,0.696,10,-11.392,0.0362,0.134,0.772,0.139,0.387,85.005,4,4.676249144421629,1
Yes No Okay,BOTTOMS (Original Motion Picture Score),Charli xcx,2025-03-21T21:22:15Z,"hyperpop,art pop",184961,26,0.49,9,-7.887,0.0433,0.00175,0.643,0.137,0.744,174.138,4,1.587953456536619,1
I'm Gonna Love You,공감 (Empathy) - The 1st Mini Album,"D.O.,Wonstein",2025-03-21T21:22:15Z,"k-ballad,k-pop,k-rap",151733,63,0.519,0,-5.452,0.206,0.434,0,0.258,0.505,200.021,4,3.668720054757016,2
Cream Soda,EXIST – The 7th Album,EXO,2025-03-21T21:22:15Z,k-pop,185320,58,0.623,4,-2.454,0.15,0.0849,0,0.186,0.684,155.617,4,1.7138945927446954,1
NVMD,NVMD,Denise Julia,2025-03-21T21:22:15Z,pinoy r&b,181224,71,0.758,6,-4.533,0.108,0.0903,0,0.0902,0.424,97.977,4,3.140314853,1
Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,"BTS,Halsey",2025-03-21T21:22:15Z,k-pop,229773,76,0.645,11,-4.761,0.0845,0.0933,0,0.193,0.803,119.947,4,5.9575633127994525,9
Y.O.Universe,SeVit (NEW LIGHT),VCHA,2025-03-21T21:22:15Z,k-pop,154852,48,0.783,8,-5.478,0.0975,0.0491,0,0.0634,0.602,128.03,4,1.511293634,1
The Planet,The Planet,BTS,2025-03-21T21:22:15Z,k-pop,178156,63,0.665,0,-3.619,0.0708,0.000482,0,0.2,0.687,119.986,4,1.8754277891854887,2
Love Shot,LOVE SHOT– The 5th Album Repackage,EXO,2025-03-21T21:22:15Z,k-pop,200306,69,0.689,5,-4.287,0.119,0.0702,0,0.0889,0.335,145.883,4,6.286105407255304,1
Back To Me,DUAL,The Rose,2025-03-21T21:22:15Z,"k-rock,k-pop",224968,61,0.595,1,-3.226,0.0406,0.0518,0,0.476,0.563,130.033,4,1.511293634,1
Idolize,Fanfare,Dorian Electra,2025-03-21T21:22:15Z,hyperpop,145414,39,0.614,6,-5.503,0.0454,0.0306,0.000303,0.0571,0.515,134.911,4,1.4729637234770705,4
Lipstick,Lipstick,Charlie Puth,2025-03-21T21:22:15Z,"soft pop,pop",208421,52,0.783,5,-9.195,0.0607,0.36,2.11e-06,0.0975,0.622,92.483,4,1.6071184120465434,1
Cross My Heart I Hope U Die (With Chandler Leighton),Cross My Heart I Hope U Die (With Chandler Leighton),"Meg Smith,Chandler Leighton",2025-03-21T21:22:15Z,melodic bass,169521,43,0.813,11,-6.292,0.0685,0.0172,8.66e-05,0.16,0.414,114.974,4,1.4729637234770705,38
WEIRDO,WEIRDO,AViVA,2025-03-21T21:22:15Z,nightcore,150558,34,0.712,4,-5.305,0.0435,0.477,7.89e-06,0.101,0.627,80.023,4,1.4537987679671458,5
The Weekend,The Weekend,"88rising,BIBI",2025-03-21T21:22:15Z,"k-pop,k-rap",167661,63,0.783,1,-5.7,0.0321,0.0627,4.86e-06,0.0963,0.828,101.488,4,3.449691991786448,1
TOO MUCH,TOO MUCH,"The Kid LAROI,Jung Kook,Central Cee",2025-03-21T21:22:15Z,"k-pop,uk drill,drill,grime",203894,64,0.753,10,-5.607,0.199,0.264,0,0.154,0.474,94.977,4,1.4373716632443532,239
Yes or No,GOLDEN,Jung Kook,2025-03-21T21:22:15Z,k-pop,147557,75,0.671,1,-2.645,0.0866,0.179,0,0.0748,0.882,83.845,4,1.3963039014373717,102
Sleep Through the Night,Sleep Music Therapy – Sleep & Dream for Inner Peace,Meditation Relax Club,2025-03-21T21:22:15Z,new age,305999,40,0.0734,9,-37.319,0.0505,0.994,0.782,0.0721,0.043,69.192,3,5.678302532511978,1
Autumn Nocturne,Blues Walk,Lou Donaldson,2025-03-21T21:22:15Z,"hard bop,jazz,soul jazz,bebop,jazz funk,jazz blues,cool jazz",294666,55,0.539,0,-18.039,0.0468,0.967,0.168,0.114,0.263,124.105,4,67.23340177960301,3
Theme for Laura,Stockholm Underground,"Magnus Lindgren,Daniel Karlsson,Henrik Jansson,Lars Larry Danielsson,Per Lindvall,Nils Landgren",2025-03-21T21:22:15Z,"jazz,vocal jazz,jazz fusion,smooth jazz,christmas",188716,44,0.533,7,-13.577,0.0313,0.969,0.923,0.115,0.172,126.765,4,7.586584531143052,1
Galaxy,Quiet Place,"Cozy Coffee Shop,Jazzy Coffee,Relaxing Jazz Piano",2025-03-21T21:22:15Z,jazz,303583,30,0.469,3,-21.444,0.0332,0.975,0.96,0.113,0.264,84.929,4,2.2778918548939084,6
Midnight Breeze,Jazzy Nights,"Cozy Coffee Shop,Relax Coffee Shop,Seaside Cafe",2025-03-21T21:22:15Z,jazz,358962,31,0.52,6,-20.44,0.0378,0.973,0.512,0.101,0.321,122.796,3,2.127310061601643,1
A Nightingale Sang In Berkeley Square,A Nightingale Sang In Berkeley Square,Hans Ulrik,2025-03-21T21:22:15Z,"latin jazz,jazz",380444,49,0.48,1,-13.814,0.0395,0.95,0.112,0.0925,0.275,113.381,4,2.546201232032854,1
Erupt (ft. AViVA),Erupt (ft. AViVA),"Stileto,AViVA",2025-03-21T21:22:15Z,nightcore,148965,39,0.566,4,-4.873,0.0443,0.444,1.77e-06,0.332,0.303,72.508,4,1.407255305,6
"Mirror, Mirror","Mirror, Mirror",Abigail Barlow,2025-03-21T21:22:15Z,musicals,114339,15,0.396,5,-5.834,0.0825,0.269,2.08e-06,0.0612,0.287,136.378,4,1.379876796714579,8
Please Don't Change (feat. DJ Snake),GOLDEN,"Jung Kook,DJ Snake",2025-03-21T21:22:15Z,k-pop,146684,72,0.797,11,-6.005,0.174,0.164,1.2e-06,0.164,0.768,114.878,4,1.3963039014373717,7
Fake Friends,Fake Friends,Joel Adams,2025-03-21T21:22:15Z,soft pop,174774,39,0.628,0,-4.44,0.194,0.00418,0,0.285,0.648,172.022,4,6.475017112,1
Have Mercy,Paper Horses,"Paper Horses,Leslie Jordan,Taylor Leonhardt,Sandra McCracken,Jess Ray",2025-03-21T21:22:15Z,"christian folk,christian country,worship,christian alternative rock",179000,26,0.655,9,-10.001,0.0566,0.737,6.12e-05,0.267,0.408,144.061,4,1.1909650924024642,1
Houdini,Radical Optimism,Dua Lipa,2025-03-21T21:22:15Z,pop,185917,84,0.744,9,-4.876,0.059,0.0036,0.00144,0.0947,0.866,116.985,4,0.8980150581793293,10
Picture,Picture,"dee holt,Chris James",2025-03-21T21:22:15Z,bedroom pop,156279,45,0.838,1,-8.173,0.0504,0.0961,0,0.0824,0.937,129.042,4,3.006160164271048,1
HATE 2 LUV U,HATE 2 LUV U,AViVA,2025-03-21T21:22:15Z,nightcore,177479,23,0.655,4,-4.868,0.0891,0.00286,7.61e-05,0.133,0.821,159.839,4,1.3388090349075976,3
Like a Fool,Like a Fool,"NIve,Sam Kim",2025-03-21T21:22:15Z,"k-ballad,k-pop",214426,52,0.492,9,-8.661,0.293,0.564,0,0.0927,0.492,177.034,3,4.982888432580425,5
Galaxy,Quiet Place,"Cozy Coffee Shop,Jazzy Coffee,Relaxing Jazz Piano",2025-03-21T21:22:15Z,jazz,303583,30,0.469,3,-21.444,0.0332,0.975,0.96,0.113,0.264,84.929,4,2.2778918548939084,3
Sleepless in Seoul (feat. LEE SUHYUN),5.2 (feat. LEE SUHYUN),"10CM,LEE SUHYUN",2025-03-21T21:22:15Z,"k-ballad,soundtrack",257453,50,0.519,5,-5.5,0.048,0.688,0,0.108,0.383,174.884,3,3.871321013004791,1
Luv Luv Luv,"My Lovely Liar, Pt. 5 (Original Television Soundtrack)","JO YURI,SUNG HAN BIN",2025-03-21T21:22:15Z,k-pop,202173,53,0.436,5,-6.295,0.0535,0.374,0,0.32,0.463,140.802,3,1.5770020533880904,2
Beyond Love (Feat. 10CM),Beyond Love,"BIG Naughty,10CM",2025-03-21T21:22:15Z,"k-rap,k-ballad,soundtrack",188706,52,0.507,7,-6.909,0.0856,0.222,0,0.241,0.587,174.954,4,2.9349760438056127,2
"Like a Dream (feat. Ashley Alisha, kelsey kuan & Nicholas Roberts)",About You,"Dept,Ashley Alisha,Nicholas Roberts,Kelsey Kuan",2025-03-21T21:22:15Z,tropical house,192293,43,0.699,4,-7.324,0.0419,0.598,0,0.114,0.608,98.013,4,2.674880219028063,1
nostalgia,nostalgia,"JUNNY,JAY B",2025-03-21T21:22:15Z,"k-rap,k-pop",196866,52,0.536,9,-6.439,0.12,0.0228,0,0.19,0.457,180.06,4,3.247091033538672,3
Daydream (feat. LeeHi),WATERFALL,"B.I,LeeHi",2025-03-21T21:22:15Z,"k-pop,k-rap,k-ballad",194111,48,0.754,9,-5.342,0.0575,0.49,0,0.211,0.408,86.018,4,3.819301848049281,1
Only U (Feat. PENOMECO),Only U,"Moon Sujin,Jiselle,PENOMECO",2025-03-21T21:22:15Z,k-rap,227973,46,0.603,10,-3.866,0.0572,0.414,0,0.286,0.562,122.166,4,2.8856947296372346,1
Your Dog Loves You (Feat. Crush),Your Dog Loves You,"Colde,Crush",2025-03-21T21:22:15Z,"k-rap,k-pop,k-ballad",273000,54,0.663,9,-11.433,0.0291,0.93,2.94e-05,0.555,0.131,101.819,4,6.997946611909651,4
Photograph,boy.,offonoff,2025-03-21T21:22:15Z,k-rap,239002,51,0.597,3,-8.295,0.0609,0.809,0,0.105,0.184,90.15,4,7.674195756,1
Walking In The Rain (feat. Younha),Chancellor,"Chancellor,Younha",2025-03-21T21:22:15Z,"k-rap,k-ballad",248906,49,0.584,11,-8.1,0.0611,0.432,2.82e-05,0.108,0.514,85.782,4,3.452429843,2
Don’t Forget,Don't Forget,"Crush,TAEYEON",2025-03-21T21:22:15Z,"k-rap,k-pop,k-ballad",219106,52,0.661,5,-5.81,0.0327,0.438,0,0.198,0.258,93.948,4,9.177275838466803,2
It's Raining,It's Raining,Vincent Blue,2025-03-21T21:22:15Z,soundtrack,214326,49,0.656,10,-6.348,0.0354,0.565,0,0.197,0.787,77.987,4,6.006844626967831,2
It's You (Feat. ZICO),Sun And Moon,"Sam Kim,ZICO",2025-03-21T21:22:15Z,"k-ballad,k-pop,k-rap",257631,50,0.738,4,-6.373,0.155,0.237,0,0.164,0.809,95.042,4,6.343600273785079,1
Popo (How deep is our love?),Every letter I sent you.,Yerin Baek,2025-03-21T21:22:15Z,k-ballad,271215,50,0.604,5,-7.093,0.0545,0.505,0.00192,0.0681,0.695,84.886,4,5.295003422313484,1
Love Song,World Peace Project Vol.2,"Wonstein,JOY",2025-03-21T21:22:15Z,"k-rap,k-pop",220040,39,0.446,1,-4.562,0.33,0.207,0,0.23,0.581,179.608,4,2.431211498973306,1
Across the universe,FRANK,Yerin Baek,2025-03-21T21:22:15Z,k-ballad,247173,49,0.395,5,-5.477,0.148,0.664,0,0.0998,0.45,185.628,4,9.322381930184806,1
SoulMate (feat. IU),SoulMate (feat. IU),"ZICO,IU",2025-03-21T21:22:15Z,"k-rap,k-pop,k-ballad",219390,53,0.855,5,-6.951,0.141,0.234,0,0.0965,0.518,96.998,4,6.658453114305271,1
Rain Song (Feat. Colde),Rain Song,"Epik High,Colde",2025-03-21T21:22:15Z,"k-rap,k-pop",243785,47,0.677,6,-5.43,0.0416,0.631,0,0.125,0.562,87.934,4,3.742642026009584,2
Bye Bye My Blue,Bye Bye My Blue,Yerin Baek,2025-03-21T21:22:15Z,k-ballad,203409,53,0.511,3,-6.726,0.114,0.613,3.16e-06,0.121,0.297,87.704,4,8.766598220396988,4
Vancouver,Lovey Dovey,BIG Naughty,2025-03-21T21:22:15Z,"k-rap,k-ballad",216280,53,0.622,6,-6.731,0.145,0.419,0,0.122,0.698,89.483,4,2.896646132785764,3
ANYWHERE ANYTIME,FRR,george,2025-03-21T21:22:15Z,k-ballad,156560,42,0.514,8,-9.32,0.0558,0.904,0,0.233,0.443,77.445,4,1.9739904175222447,1
Lonely Christmas,Lonely Christmas,MONSTA X,2025-03-21T21:22:15Z,k-pop,217866,25,0.423,8,-4.981,0.261,0.0457,0,0.0808,0.443,88.931,4,7.271731690622861,4
We Found Love,In2ition,"2CELLOS,HAUSER,Luka Sulic",2025-03-21T21:22:15Z,classical,212600,50,0.332,2,-11.316,0.0447,0.797,0.886,0.501,0.589,129.9,4,12.205338809034908,1
Mad World,Nemuri Neko,Kamakuras,2025-03-21T21:22:15Z,lo-fi,219000,41,0.684,2,-17.796,0.0474,0.756,0.887,0.104,0.323,79.99,4,1.1279945242984255,15
Lose You To Love Me,undercover,owlh,2025-03-21T21:22:15Z,"lo-fi,lo-fi beats",203281,40,0.761,1,-6.755,0.0392,0.0383,0.904,0.193,0.147,95.963,4,1.3388090349075976,6
July,undercover,owlh,2025-03-21T21:22:15Z,"lo-fi,lo-fi beats",147692,40,0.856,9,-7.006,0.0556,0.435,0.914,0.329,0.478,143.017,4,1.3388090349075976,4
All Girls Are The Same,undercover,owlh,2025-03-21T21:22:15Z,"lo-fi,lo-fi beats",163566,39,0.764,4,-9.792,0.0578,0.181,0.832,0.15,0.326,157,4,1.3388090349075976,7
Strangers,undercover,owlh,2025-03-21T21:22:15Z,"lo-fi,lo-fi beats",192990,39,0.772,11,-4.383,0.0547,0.0578,0.584,0.146,0.617,76.475,4,1.3388090349075976,4
Angel (feat. TAEYEON),Angel,"Chancellor,TAEYEON",2025-03-21T21:22:15Z,"k-rap,k-pop,k-ballad",264052,48,0.614,8,-8.186,0.0361,0.819,0,0.136,0.52,90.008,4,5.905544147843942,1
Maybe It’s Not Our Fault,Our Love is Great,Yerin Baek,2025-03-21T21:22:15Z,k-ballad,233003,49,0.273,5,-6.517,0.0787,0.763,9.31e-05,0.168,0.625,191.726,4,6.026009582477755,1
Closer to You (feat. Major Lazer),GOLDEN,"Jung Kook,Major Lazer",2025-03-21T21:22:16Z,"k-pop,moombahton",170995,71,0.781,2,-7.073,0.0457,0.114,0.00249,0.103,0.493,113.031,4,1.3963039014373717,4
Soñar (Breaker),Fe3O4: BREAK,NMIXX,2025-03-21T21:22:16Z,k-pop,173053,60,0.86,7,-3.839,0.123,0.201,0,0.082,0.787,125.074,4,1.1964407939767283,17
Bad example,2019 - 2021,takayan,2025-03-21T21:22:16Z,"j-pop,j-rap,japanese indie",104269,50,0.771,6,-6.23,0.0497,0.421,0,0.256,0.812,120.006,4,3.7180013689253935,1
Gurenge (From Demon Slayer: Kimetsu no Yaiba),Gurenge (From Demon Slayer: Kimetsu no Yaiba),Akano,2025-03-21T21:22:16Z,anime,89783,51,0.656,7,-7.031,0.0346,0.0276,0,0.109,0.612,135.05,4,5.880903490759754,1
Prayer X (Acoustic),Prayer X (Acoustic),King Gnu,2025-03-21T21:22:16Z,"j-pop,anime,j-rock",89000,41,0.453,11,-10.999,0.0345,0.896,6.84e-05,0.26,0.481,140.693,4,6.5188227241615335,1
青のすみか,青のすみか,Tatsuya Kitani,2025-03-21T21:22:16Z,"anime,j-pop,j-rock",196466,71,0.479,1,-4.809,0.169,0.0134,0,0.297,0.639,151.99,4,1.7221081451060918,6
Have a nice day,POP CUBE,imase,2025-03-21T21:22:16Z,j-pop,175600,57,0.851,5,-5.54,0.0426,0.36,1.32e-06,0.124,0.578,94.013,4,2.379192334017796,1
I THINK YOU TURNED ME,I THINK YOU TURNED ME,Chandler Leighton,2025-03-21T21:22:16Z,melodic bass,132250,55,0.778,6,-4.582,0.0695,0.0414,0.000238,0.26,0.391,98.04,4,2.757015742642026,1
Bloody Mary,Born This Way (Special Edition),Lady Gaga,2025-03-21T21:22:16Z,"art pop,pop",244760,69,0.591,9,-6.365,0.0291,0.0107,1.95e-06,0.113,0.44,99.998,4,14.234086242299794,50
Left Unsaid,Thin Lines,Hoogway,2025-03-21T21:22:16Z,"lo-fi,lo-fi beats",142285,51,0.515,1,-20.427,0.0295,0.931,0.892,0.121,0.0687,140.174,4,3.2224503764544834,2
Dragonwalker,Fairy Tales,"Tibeauthetraveler,Dario Lessing",2025-03-21T21:22:16Z,"lo-fi,lo-fi beats",174866,46,0.406,7,-16.522,0.0441,0.923,0.84,0.0943,0.0697,69.979,4,1.407255305,2
Cybele,Sunday Morning,sinnr,2025-03-21T21:22:16Z,"lo-fi,lo-fi beats",132111,39,0.654,8,-18.329,0.036,0.951,0.901,0.11,0.0412,134.29,4,3.0088980150581794,2
Ash,Ash,"ticofaces,Aelkay",2025-03-21T21:22:16Z,"lo-fi,lo-fi beats",140800,51,0.476,0,-18.724,0.0451,0.962,0.919,0.104,0.243,100.747,3,1.9548254620123204,2
Green And Ash,Golden Age,"Mondo Loops,Grisp",2025-03-21T21:22:16Z,"lo-fi,lo-fi beats,jazz rap,jazz beats",128000,33,0.578,5,-21.833,0.0296,0.916,0.843,0.117,0.166,119.893,4,1.349760438056126,2
Kiss Me,Silk,"iamalex,Felty,Blossum",2025-03-21T21:22:16Z,"lo-fi,lo-fi beats",171940,51,0.67,3,-17.378,0.0544,0.912,0.33,0.0796,0.135,134.081,4,3.6331279945242985,2
Forest Dreams,Stories from another world,Nadav Cohen,2025-03-21T21:22:16Z,lo-fi,187857,34,0.552,0,-17.598,0.0338,0.963,0.904,0.105,0.109,133.96,4,1.3880903490759753,2
Warped Times,Golden Age,Mondo Loops,2025-03-21T21:22:16Z,"lo-fi,lo-fi beats",139354,30,0.528,2,-23.55,0.031,0.907,0.948,0.114,0.136,124.023,4,1.349760438056126,3
Mourning Dove,Evermore,"WYS,Sweet Medicine",2025-03-21T21:22:16Z,"lo-fi,lo-fi beats",141158,51,0.654,6,-11.861,0.0429,0.771,0.908,0.0879,0.183,139.932,4,4.087611225188227,3
Regenbogenwunder,Fairy Tales,"Tibeauthetraveler,Dario Lessing,Claudia Lessing",2025-03-21T21:22:16Z,"lo-fi,lo-fi beats",168859,29,0.248,8,-16.565,0.0347,0.744,0.906,0.117,0.06,74.242,4,1.407255305,2
A Lesson to Be Learned,Path to Shing,Kainbeats,2025-03-21T21:22:16Z,"lo-fi,lo-fi beats",119090,39,0.662,9,-20.435,0.0451,0.961,0.929,0.0859,0.0749,132.036,4,1.426420260095825,3
Eisinsel,Fairy Tales,"Tibeauthetraveler,Dario Lessing",2025-03-21T21:22:16Z,"lo-fi,lo-fi beats",204730,28,0.234,11,-18.051,0.0386,0.927,0.936,0.0769,0.0373,63.433,4,1.407255305,4
Childlike Wonder,Scenery,"Tibeauthetraveler,Lawrence Walther",2025-03-21T21:22:16Z,"lo-fi,lo-fi beats",148495,47,0.7,2,-12.003,0.0299,0.786,0.802,0.144,0.076,110.017,4,3.5345653661875427,2
New Beginnings,New Beginnings,"Osaki,Tibeauthetraveler",2025-03-21T21:22:16Z,"lo-fi,lo-fi beats",135575,50,0.722,6,-14.594,0.043,0.94,0.667,0.0786,0.0381,117.038,4,3.468856947296372,2
Moondrops,Directions,"Akīn,Living Room",2025-03-21T21:22:16Z,"lo-fi,lo-fi beats",123692,51,0.754,9,-21.743,0.0441,0.929,0.924,0.112,0.294,124.063,4,3.058179329226557,2
Heading Home,Precious Moments,Celestial Alignment,2025-03-21T21:22:16Z,lo-fi,181636,36,0.724,11,-24.477,0.0349,0.658,0.853,0.116,0.157,109.948,4,4.136892539356605,2
Noir,Somewhere. Nowhere.,Kupla,2025-03-21T21:22:16Z,"lo-fi,lo-fi beats",144761,40,0.657,0,-10.15,0.0751,0.755,0.461,0.189,0.205,126.232,4,1.3689253935660506,2
yourcolors,wilderness,Nvmb.,2025-03-21T21:22:16Z,lo-fi,134164,51,0.567,1,-12.542,0.0588,0.727,0.932,0.119,0.205,87.996,4,3.961670088980151,2
Eternal Beauty,Sleeping Soul,Tenno,2025-03-21T21:22:16Z,"lo-fi,lo-fi beats",176769,39,0.614,7,-14.561,0.0275,0.436,0.916,0.359,0.0959,130.018,4,1.3114305270362765,2
a story once told,midnight at the lake,idylla,2025-03-21T21:22:16Z,"lo-fi,dark ambient",154166,53,0.528,11,-24.434,0.0293,0.968,0.919,0.0922,0.0373,108.09,4,1.2840520191649556,2
With Each Step,Path to Shing,Kainbeats,2025-03-21T21:22:16Z,"lo-fi,lo-fi beats",139687,41,0.444,10,-21.365,0.0354,0.927,0.912,0.0993,0.115,111.609,1,1.426420260095825,2
Glass Spire,Finding Beauty,"Kainbeats,Towerz",2025-03-21T21:22:16Z,"lo-fi,lo-fi beats",158823,51,0.68,6,-16.593,0.05,0.89,0.928,0.097,0.125,68.089,4,3.874058863791924,2
Breathing Stone,Sleeping Soul,Tenno,2025-03-21T21:22:16Z,"lo-fi,lo-fi beats",204090,50,0.499,8,-15.932,0.0335,0.737,0.843,0.0882,0.15,132.094,4,1.3114305270362765,1
A Breath of Fresh Air,In Search of Peace,DaniSogen,2025-03-21T21:22:16Z,lo-fi,158490,31,0.623,2,-19.669,0.0314,0.849,0.881,0.437,0.208,106.015,4,2.836413415468857,1
Blue Moon,Window Seat,"takeo,Spencer Hunt",2025-03-21T21:22:16Z,"lo-fi,lo-fi beats",132971,50,0.597,7,-20.965,0.0485,0.92,0.884,0.103,0.188,74.016,4,4.621492128678987,8
