Track Name,Album Name,Artist Name(s),Added At,Genres,Duration (ms),Popularity,Danceability,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Song Age,Play Count
You've Got a Friend in Me,You've Got a Friend in Me,"Rex Orange County,Randy Newman",2025-03-21T00:00:29Z,bedroom pop,139521,41,0.788,3,-7.148,0.0278,0.894,2.78e-05,0.3,0.448,113.105,4,6.822724161533197,14.0
Overwhelming,The Human Condition,Jon Bellion,2025-03-21T00:00:29Z,,172751,55,0.748,0,-4.518,0.225,0.252,0.0,0.112,0.667,91.77,4,8.793976728268309,2.0
Young Volcanoes,Save Rock And Roll,Fall Out Boy,2025-03-21T00:00:29Z,"emo,pop punk,emo pop",204506,54,0.599,11,-3.878,0.0365,0.00123,0.000504,0.37,0.676,94.998,4,11.956194387405889,2.0
Baby Shark,Pinkfong Animal Songs,Pinkfong,2025-03-21T00:00:29Z,"children's music,lullaby",80927,77,0.829,8,-1.746,0.112,0.259,0.0,0.0559,0.777,115.056,4,7.665982203969883,2.0
Take on Me,Hunting High and Low,a-ha,2025-03-21T00:00:29Z,"new wave,synthpop",225280,86,0.573,6,-7.638,0.054,0.018,0.00125,0.0928,0.876,84.412,4,39.81930184804928,7.0
My Best Friend,Make Believe,Weezer,2025-03-21T00:00:29Z,alternative rock,167866,35,0.462,3,-2.459,0.0378,0.00115,1.47e-06,0.0784,0.765,133.316,4,19.87953456536619,2.0
Paradise,Soul Searching,Bazzi,2025-03-21T00:00:29Z,,169038,70,0.844,11,-6.273,0.0479,0.0828,0.0,0.113,0.591,122.061,4,5.631759069130732,8.0
Crazy = Genius,Death of a Bachelor,Panic! At The Disco,2025-03-21T00:00:29Z,emo,198040,61,0.455,2,-4.464,0.166,0.000247,0.0,0.107,0.447,114.109,4,9.196440793976729,5.0
She's so Mean,North (Deluxe Edition),Matchbox Twenty,2025-03-21T00:00:29Z,post-grunge,232320,59,0.672,0,-3.728,0.0378,0.0136,0.0,0.279,0.676,118.014,4,12.569472963723475,3.0
Hey There Delilah,All That We Needed,Plain White T's,2025-03-21T00:00:29Z,,232533,78,0.658,2,-10.572,0.0292,0.872,0.0,0.114,0.295,103.962,4,20.16700889801506,2.0
Marry You,Doo-Wops & Hooligans,Bruno Mars,2025-03-21T00:00:29Z,,230192,79,0.621,10,-4.865,0.0367,0.332,0.0,0.104,0.452,144.905,4,14.877481177275838,12.0
Someone You Loved,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2025-03-21T00:00:29Z,soft pop,182160,86,0.501,1,-5.679,0.0319,0.751,0.0,0.105,0.446,109.891,4,5.861738535249829,5.0
Somebody That I Used To Know,Making Mirrors,"Gotye,Kimbra",2025-03-21T00:00:29Z,,244973,77,0.864,0,-7.036,0.037,0.591,0.000133,0.0992,0.72,129.062,4,14.234086242299794,9.0
Be Alright,A Place We Knew,Dean Lewis,2025-03-21T00:00:29Z,,196493,78,0.551,11,-7.595,0.034,0.705,0.0,0.0802,0.493,126.421,4,6.015058179329227,3.0
Just the Way You Are,Doo-Wops & Hooligans,Bruno Mars,2025-03-21T00:00:29Z,,220734,87,0.635,5,-5.379,0.0422,0.0134,0.0,0.0622,0.424,109.021,4,14.877481177275838,10.0
Bad Day,Daniel Powter,Daniel Powter,2025-03-21T00:00:29Z,,233640,75,0.599,3,-4.013,0.0309,0.448,0.00336,0.151,0.52,140.046,4,20.09034907597536,2.0
This Love,Songs About Jane: 10th Anniversary Edition,Maroon 5,2025-03-21T00:00:29Z,pop,206200,83,0.712,5,-4.612,0.0378,0.0525,0.0,0.093,0.809,95.051,4,23.23340177960301,6.0
Apologize,Shock Value,"Timbaland,OneRepublic",2025-03-21T00:00:29Z,soft pop,184400,75,0.653,8,-6.017,0.0278,0.0292,0.0,0.097,0.101,118.016,4,17.984941820670773,15.0
Story of My Life,Midnight Memories (Deluxe),One Direction,2025-03-21T00:00:29Z,,245493,86,0.6,3,-5.802,0.0477,0.225,0.0,0.119,0.286,121.07,4,11.3347022587269,1.0
Some Nights,Some Nights,fun.,2025-03-21T00:00:29Z,,277040,69,0.672,0,-7.045,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,4,13.114305270362763,77.0
Party in the U.S.A.,Party in the U.S.A.,Party Crazy Band,2025-03-21T00:00:29Z,,204000,25,0.711,10,-6.52,0.0415,0.0172,6.32e-05,0.0689,0.428,95.985,4,12.706365503080082,17.0
Grenade,Doo-Wops & Hooligans,Bruno Mars,2025-03-21T00:00:29Z,,222091,79,0.704,2,-7.273,0.0542,0.148,0.0,0.107,0.245,110.444,4,14.877481177275838,31.0
How Do You Sleep?,How Do You Sleep?,Sam Smith,2025-03-21T00:00:29Z,soft pop,202204,67,0.561,1,-4.931,0.0856,0.153,0.0,0.0763,0.359,165.944,4,5.689253935660506,3.0
Beautiful People (feat. Khalid),Beautiful People (feat. Khalid),"Ed Sheeran,Khalid",2025-03-21T00:00:29Z,soft pop,197866,70,0.64,5,-8.113,0.187,0.124,0.0,0.0802,0.548,92.977,4,5.746748802190281,2.0
Dancing in the Moonlight,Onka's Big Moka,Toploader,2025-03-21T00:00:29Z,,232693,80,0.632,10,-3.463,0.0348,0.0624,0.0,0.347,0.867,119.397,4,25.234770704996578,136.0
Do You Know Da Wae (Trap Remix),Do You Know Da Wae (Trap Remix),Samanake,2025-03-21T00:00:29Z,,130976,20,0.736,11,-4.128,0.046,0.144,0.969,0.379,0.143,120.017,4,7.145790554414784,1.0
Gladiator,Modern Alchemy,Zayde Wølf,2025-03-21T00:00:29Z,,188333,58,0.54,9,-5.872,0.0417,0.0263,7.12e-06,0.35,0.514,144.009,4,6.80082135523614,1.0
Na Na Na (Na Na Na Na Na Na Na Na Na),Danger Days: The True Lives of the Fabulous Killjoys,My Chemical Romance,2025-03-21T00:00:29Z,"emo,pop punk,emo pop",205960,71,0.411,8,-2.522,0.0583,0.000264,0.00148,0.371,0.649,165.981,4,14.390143737166325,6.0
American Idiot,American Idiot,Green Day,2025-03-21T00:00:29Z,"punk,pop punk",176346,82,0.38,1,-2.042,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,4,20.511978097193705,1.0
Seashore,Feel Your Feelings Fool!,The Regrettes,2025-03-21T00:00:29Z,,208466,43,0.532,7,-4.517,0.0556,0.0546,0.0,0.0588,0.508,132.265,4,8.199863107460644,1.0
Tear in My Heart,Blurryface,Twenty One Pilots,2025-03-21T00:00:29Z,,188493,75,0.655,2,-4.802,0.0489,0.0189,0.0,0.0722,0.447,120.113,4,9.867214236824092,2.0
Rude,Don't Kill the Magic,MAGIC!,2025-03-21T00:00:29Z,,224840,83,0.773,1,-4.993,0.0381,0.0422,0.0,0.305,0.925,144.033,4,10.754277891854894,19.0
Natural,Origins (Deluxe),Imagine Dragons,2025-03-21T00:00:29Z,,189466,80,0.704,2,-6.112,0.041,0.217,0.0,0.0812,0.22,99.994,4,6.379192334017796,1.0
We Are Number One (From Lazy Town),"Intense Symphonic Metal Covers, Vol. 1",FalKKonE,2025-03-21T00:00:29Z,"symphonic metal,anime",142226,30,0.403,5,-4.635,0.0514,0.000306,0.305,0.14,0.766,161.865,4,7.928815879534565,1.0
3 Nights,"Don't Forget About Me, Demos",Dominic Fike,2025-03-21T00:00:29Z,,177666,78,0.815,7,-6.594,0.0897,0.223,0.0,0.104,0.877,151.891,4,6.444900752908967,8.0
Shut Up!,Still Not Getting Any,Simple Plan,2025-03-21T00:00:29Z,"pop punk,punk,emo",182986,57,0.507,1,-4.763,0.118,0.00104,0.0,0.147,0.436,165.136,4,20.418891170431213,10.0
All Star,Astro Lounge,Smash Mouth,2025-03-21T00:00:29Z,,200373,79,0.731,11,-5.881,0.032,0.0394,0.0,0.0861,0.776,104.02,4,25.801505817932924,11.0
La La,Symphony Soldier,The Cab,2025-03-21T00:00:29Z,,204520,37,0.569,4,-3.94,0.0727,0.0256,0.0,0.243,0.544,110.037,4,14.234086242299794,3.0
Never Gonna Give You Up,Whenever You Need Somebody,Rick Astley,2025-03-21T00:00:29Z,,213573,79,0.721,8,-11.823,0.0376,0.115,3.79e-05,0.108,0.914,113.309,4,37.37166324435318,15.0
Inferno - From Fire Force: Enen no Shouboutai,Inferno (From Fire Force: Enen no Shouboutai),Shayne Orok,2025-03-21T00:00:29Z,"anime,j-pop",90162,47,0.64,1,-6.712,0.0961,0.0159,0.0,0.118,0.851,92.439,4,5.689253935660506,1.0
pineapple pizza!,skeleton garden,ohsobrkn,2025-03-21T00:00:29Z,,129000,24,0.805,1,-8.701,0.382,0.15,0.0,0.619,0.739,80.006,4,5.87542778918549,2.0
Let the Games Begin,Let the Games Begin,AJR,2025-03-21T00:00:29Z,,201004,51,0.664,10,-5.084,0.067,0.127,0.0,0.118,0.573,135.023,4,9.426420260095824,1.0
Don't Threaten Me with a Good Time,Death of a Bachelor,Panic! At The Disco,2025-03-21T00:00:29Z,emo,213093,69,0.559,1,-4.476,0.0832,0.0154,0.0,0.175,0.59,183.825,4,9.196440793976729,1.0
Hooked,8 Letters,Why Don't We,2025-03-21T00:00:29Z,,204906,61,0.623,1,-5.469,0.0595,0.0941,0.0,0.119,0.347,180.016,4,6.570841889117043,1.0
Best Friend,Best Friend,Rex Orange County,2025-03-21T00:00:29Z,bedroom pop,262231,74,0.576,6,-5.247,0.0595,0.395,0.0,0.115,0.321,144.981,4,8.167008898015059,53.0
Young Dumb & Broke,American Teen,Khalid,2025-03-21T00:00:29Z,,202546,81,0.799,1,-6.351,0.0421,0.199,1.66e-05,0.165,0.394,136.948,4,7.915126625598905,4.0
Legend,ATLAS,The Score,2025-03-21T00:00:29Z,,189120,69,0.601,2,-3.341,0.028,0.0139,8.85e-05,0.0727,0.462,82.001,4,7.452429842573579,2.0
Animal,Symphony Soldier,The Cab,2025-03-21T00:00:29Z,,228800,31,0.424,1,-4.091,0.23,0.00625,0.0,0.0803,0.704,178.07,4,14.234086242299794,22.0
Still into You,Paramore,Paramore,2025-03-21T00:00:29Z,"pop punk,emo,emo pop",216013,81,0.602,5,-3.763,0.044,0.0098,0.0,0.0561,0.765,136.01,4,11.97535934291581,103.0
Smile,Greatest Hits,Avril Lavigne,2025-03-21T00:00:29Z,,209520,31,0.631,1,-4.791,0.0469,0.0027,2.31e-06,0.0674,0.642,105.051,4,0.7638603696098563,8.0
First Date,Take Off Your Pants And Jacket,blink-182,2025-03-21T00:00:29Z,"pop punk,punk,emo pop,rock,skate punk,emo",171533,74,0.579,0,-4.344,0.0411,0.000715,0.0,0.18,0.882,95.594,4,24.23271731690623,8.0
HandClap,Fitz and The Tantrums,Fitz and The Tantrums,2025-03-21T00:00:29Z,,193253,66,0.636,8,-3.004,0.0427,0.00609,0.000157,0.0828,0.715,139.956,4,8.793976728268309,1.0
CAN'T GET OVER YOU (feat. Clams Casino),BALLADS 1,"Joji,Clams Casino",2025-03-21T00:00:29Z,"cloud rap,witch house",107076,62,0.902,9,-8.797,0.331,0.684,0.0771,0.0853,0.844,129.93,4,6.417522245037645,2.0
Sanctuary,Nectar,Joji,2025-03-21T00:00:29Z,,180018,75,0.551,1,-7.475,0.123,0.394,0.000141,0.373,0.326,167.809,4,4.503764544832307,2.0
Frank Ocean,Frank Ocean,Call Me Karizma,2025-03-21T00:00:29Z,,221647,37,0.803,7,-9.48,0.21,0.498,8.32e-06,0.0847,0.566,85.001,4,7.701574264202601,1.0
Boys Will Be Bugs,Animal Kingdom,Cavetown,2025-03-21T00:00:29Z,bedroom pop,329049,68,0.486,1,-11.722,0.0463,0.00387,1.4e-05,0.106,0.452,178.519,4,5.9575633127994525,1.0
Sunflower,Sunflower,Rex Orange County,2025-03-21T00:00:29Z,bedroom pop,252230,72,0.548,6,-4.463,0.0525,0.646,0.00378,0.522,0.573,129.933,4,8.013689253935661,21.0
prom dress,the masquerade,mxmtoon,2025-03-21T00:00:29Z,"bedroom pop,indie pop",197933,67,0.56,10,-6.048,0.0446,0.697,0.0,0.123,0.421,119.943,4,5.5249828884325805,3.0
Mine Diamonds,Welcome to My Mine,Mcap Steve,2025-03-21T00:00:29Z,meme rap,231340,49,0.411,9,1.593,0.38,0.0994,1.29e-05,0.239,0.519,169.186,4,7.57015742642026,1.0
Your Shampoo Scent In The Flowers,"Be Melodramatic (Original Television Soundtrack), Pt. 3",Jang Beom June,2025-03-21T00:00:29Z,k-ballad,168492,48,0.672,11,-3.673,0.0278,0.321,0.0,0.12,0.702,100.002,4,5.593429158110883,2.0
Here I Am Again,"Crash Landing on You (Original Television Soundtrack), Pt. 4",Yerin Baek,2025-03-21T00:00:29Z,k-ballad,234840,59,0.451,9,-4.485,0.0286,0.834,0.0,0.104,0.189,131.632,4,5.204654346338125,2.0
Aloha,Aloha,"Cool Plan B,Elliott Niezel",2025-03-21T00:00:29Z,,261537,1,0.641,7,-10.266,0.306,0.0149,1.83e-05,0.215,0.587,134.104,4,9.371663244353185,1.0
Lately,Nostalgia Pack,"Forrest Frank,Forrest.",2025-03-21T00:00:29Z,"christian hip hop,christian pop,pop worship,christian,worship,gospel r&b",207017,50,0.714,0,-4.069,0.181,0.227,1.73e-05,0.276,0.869,160.02,4,1.83709787816564,105.0
"Hey Stupid, I Love You","Hey Stupid, I Love You",JP Saxe,2025-03-21T00:00:29Z,,181000,52,0.758,5,-9.63,0.426,0.218,5.32e-06,0.0798,0.869,91.864,4,4.752908966461328,28.0
June Blues,June Blues,Eric Reprid,2025-03-21T00:00:29Z,,187988,40,0.941,1,-5.775,0.0599,0.357,7.35e-05,0.104,0.765,98.002,4,6.74880219028063,72.0
My Room,My Room,Forrest.,2025-03-21T00:00:29Z,,214218,36,0.83,9,-7.269,0.273,0.24,0.0,0.133,0.781,127.949,4,6.1273100616016425,25.0
Mango,Mango,Peach Tree Rascals,2025-03-21T00:00:29Z,,191072,48,0.872,6,-6.328,0.0406,0.0216,1.42e-06,0.0891,0.833,122.971,4,5.483915126625599,92.0
Fantasy,Summer Is Like a Dream,khai dreams,2025-03-21T00:00:29Z,,170666,51,0.35,7,-13.14,0.131,0.712,0.0,0.307,0.207,169.901,4,7.58384668035592,14.0
Lover,Lover,Taylor Swift,2025-03-21T00:00:29Z,,221306,84,0.359,7,-7.582,0.0919,0.492,1.58e-05,0.118,0.453,68.534,4,5.593429158110883,51.0
Build Me Up Buttercup,Build Me Up Buttercup,Lara Anderson,2025-03-21T00:00:29Z,,175560,39,0.608,0,-13.007,0.0895,0.885,0.0,0.165,0.469,122.774,4,6.403832991101985,36.0
Come True,Come True,"khai dreams,Forest",2025-03-21T00:00:29Z,,203520,49,0.871,1,-5.572,0.15,0.506,2.89e-06,0.0544,0.768,125.074,4,6.5160848733744015,95.0
Starlight,Starlight,Kuwada,2025-03-21T00:00:29Z,,184453,30,0.722,3,-3.88,0.133,0.252,9.79e-06,0.179,0.73,151.944,4,6.321697467488022,47.0
Put Your Head On My Shoulder,Put Your Head On My Shoulder: The Very Best Of Paul Anka,Paul Anka,2025-03-21T00:00:29Z,adult standards,154733,68,0.547,4,-9.2,0.0307,0.747,0.0,0.101,0.474,115.838,3,24.47912388774812,18.0
Mona Lisa,Mona Lisa,"val,Peter Fenn,Tray Haggerty",2025-03-21T00:00:29Z,,157019,44,0.886,1,-5.138,0.0522,0.0491,0.0,0.276,0.787,119.934,4,5.713894592744696,5.0
Cherry Cola,Cherry Cola,Kuwada,2025-03-21T00:00:29Z,,184360,52,0.777,5,-6.323,0.0392,0.764,2.25e-06,0.155,0.653,138.04,4,7.12662559890486,74.0
Strawberries and Wine,Final Draft,Jaylon Ashaun,2025-03-21T00:00:29Z,,139289,39,0.726,2,-7.078,0.0571,0.481,0.0,0.0946,0.374,110.068,4,5.344284736481861,3.0
Searching,Searching,tzelun,2025-03-21T00:00:29Z,lo-fi,126219,23,0.697,6,-12.94,0.222,0.662,0.827,0.0981,0.457,81.974,4,5.494866529774128,2.0
playa,Reminisce,Kaizen 92,2025-03-21T00:00:29Z,"lo-fi beats,lo-fi",67128,7,0.369,5,-9.252,0.397,0.256,0.365,0.238,0.949,186.806,3,7.394934976043806,2.0
wallflowers,honshu island,mt. fujitive,2025-03-21T00:00:29Z,"lo-fi,lo-fi beats,j-dance",71510,36,0.707,4,-23.575,0.0435,0.825,0.904,0.166,0.132,74.682,4,7.780971937029432,2.0
Falling 4 U,Blossoms,"SwuM,Jinsang",2025-03-21T00:00:29Z,"lo-fi,lo-fi beats,j-dance",124500,22,0.623,7,-8.455,0.0706,0.0867,0.0641,0.225,0.593,140.071,1,5.768651608487337,2.0
cat's meow,sidewalk safari,"potsu,tenpō",2025-03-21T00:00:29Z,lo-fi,93333,35,0.581,9,-12.29,0.442,0.515,0.893,0.113,0.558,178.816,4,4.908966461327857,2.0
Heart,Gratitude.,Jinsang,2025-03-21T00:00:29Z,"lo-fi,lo-fi beats",73442,26,0.585,7,-18.241,0.0475,0.742,0.891,0.285,0.503,90.254,4,10.220396988364136,2.0
Surf,Tape A,Osoku,2025-03-21T00:00:29Z,"lo-fi,lo-fi beats",147833,25,0.732,1,-12.575,0.0768,0.934,0.876,0.111,0.347,144.018,4,5.535934291581109,2.0
Lies,Kids' Menu,Jaeden Camstra,2025-03-21T00:00:29Z,"lo-fi,lo-fi beats",66000,43,0.683,4,-5.084,0.0939,0.269,3.03e-06,0.553,0.783,80.188,4,7.816563997262149,1.0
If I Were You,The Archive,Lily Potter,2025-03-21T00:00:29Z,,170788,31,0.698,11,-15.209,0.0429,0.959,0.513,0.093,0.717,120.019,4,5.555099247091033,2.0
Hello There 2,Blood Moon,"SpoonBeats,Call Me B",2025-03-21T00:00:29Z,"lo-fi beats,lo-fi,dark ambient,jazz beats",84562,30,0.829,8,-16.314,0.0807,0.782,0.0126,0.0731,0.815,101.043,4,6.362765229295003,2.0
Plant,While You Were Away,Kasper Lindmark,2025-03-21T00:00:29Z,"lo-fi,lo-fi beats",70916,36,0.561,2,-14.412,0.0455,0.758,0.89,0.106,0.123,87.989,4,6.740588637919234,2.0
dream's noise,dream's noise,elro,2025-03-21T00:00:29Z,"lo-fi beats,lo-fi",87051,15,0.689,0,-18.561,0.212,0.936,0.768,0.101,0.217,110.047,1,5.587953456536619,2.0
"selfish, Pt. 1",selfish,"frumhere,simon eng",2025-03-21T00:00:29Z,"lo-fi,lo-fi beats",146000,19,0.434,7,-15.454,0.111,0.826,0.00455,0.111,0.0397,104.932,3,5.689253935660506,2.0
Month & a Half,Month & a Half,"afternoon,Atwood,khai dreams,Thiago",2025-03-21T00:00:29Z,,158117,29,0.681,11,-12.19,0.392,0.593,0.0,0.141,0.62,84.925,4,7.509924709103354,2.0
Flyin' Hi,Flyin' Hi,Zako,2025-03-21T00:00:29Z,,147315,28,0.47,5,-6.649,0.122,0.846,0.0,0.738,0.391,94.332,4,6.455852156057495,2.0
It's a Good Night,A Moment to Remember,Nom Tunes,2025-03-21T00:00:29Z,lo-fi,157102,32,0.6,11,-12.702,0.0311,0.916,0.885,0.138,0.325,87.998,4,5.286789869952088,2.0
Sunrise,Summer Nights,Caleb Belkin,2025-03-21T00:00:29Z,"lo-fi,lo-fi beats",109969,32,0.769,8,-7.004,0.0849,0.864,0.882,0.16,0.517,154.228,4,7.8904859685147155,5.0
pressure,no matter what,"chinsei,Pueblo Vista",2025-03-21T00:00:29Z,"lo-fi,lo-fi beats",139642,19,0.568,6,-7.376,0.164,0.805,0.781,0.383,0.605,76.957,3,6.119096509240246,2.0
warm feeling,bedtime stories,kevatta,2025-03-21T00:00:29Z,lo-fi,63515,26,0.673,0,-7.138,0.114,0.909,0.829,0.104,0.936,79.986,4,6.1492128678987,2.0
Nobody.knows,Statera,Brenky,2025-03-21T00:00:29Z,"lo-fi,lo-fi beats",109673,35,0.477,10,-14.846,0.131,0.776,0.94,0.142,0.45,148.634,4,6.47501711156742,2.0
idle of mud,"Complex Channel Collective Tapes, Vol. 3","Hollow Sol,Complex Channel Records",2025-03-21T00:00:29Z,"lo-fi beats,lo-fi",75319,19,0.679,8,-4.228,0.0873,0.955,0.969,0.101,0.959,82.064,3,7.145790554414784,2.0
flight,Fantasia,"WEI,Annie Lux",2025-03-21T00:00:29Z,"lo-fi beats,pinoy indie,opm",96750,12,0.622,4,-13.076,0.237,0.79,0.000406,0.148,0.671,186.042,4,5.612594113620808,2.0
Anohana,Anohana,ticofaces,2025-03-21T00:00:29Z,"lo-fi,lo-fi beats",92307,24,0.804,6,-12.092,0.229,0.934,0.885,0.121,0.315,78.023,4,5.804243668720055,2.0
Strawberry Flutes,Raindrops,Luigi Valentino,2025-03-21T00:00:29Z,"lo-fi beats,lo-fi",112941,7,0.552,9,-26.297,0.0689,0.973,0.945,0.13,0.0725,85.004,4,4.903490759753593,2.0
Honeydoo,"Dreamlike, Vol. 2",Roger Wilco,2025-03-21T00:00:29Z,,217495,19,0.84,8,-6.404,0.133,0.0981,0.0369,0.0872,0.555,150.09,4,7.550992470910335,2.0
Diary Memories,Diary Memories,pabo.,2025-03-21T00:00:29Z,lo-fi,172307,21,0.621,5,-30.789,0.0389,0.488,0.764,0.0939,0.119,78.032,4,4.974674880219028,2.0
Let Her Go,All The Little Lights,Passenger,2025-03-21T00:00:29Z,folk pop,252733,74,0.479,7,-7.346,0.0688,0.365,0.0,0.0963,0.243,74.897,4,12.577686516084873,1.0
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]","Jack Harlow,Tory Lanez,DaBaby,Lil Wayne",2025-03-21T00:00:29Z,"rap,hip hop",227478,66,0.904,11,-5.224,0.26,0.0631,0.0,0.185,0.835,145.013,4,4.75564681724846,1.0
The Box,Please Excuse Me for Being Antisocial,Roddy Ricch,2025-03-21T00:00:29Z,melodic rap,196652,82,0.896,10,-6.687,0.0559,0.104,0.0,0.79,0.642,116.971,4,5.305954825462012,1.0
Party Girl,Fallin',StaySolidRocky,2025-03-21T00:00:29Z,,147800,75,0.73,6,-9.864,0.0609,0.747,0.0,0.0988,0.615,130.09,4,4.698151950718686,1.0
Still Don't Know My Name,Euphoria (Original Score from the HBO Series),Labrinth,2025-03-21T00:00:29Z,,153294,73,0.316,5,-5.963,0.117,0.471,0.262,0.205,0.313,89.643,1,5.478439425051334,1.0
you broke me first,TOO YOUNG TO BE SAD,Tate McRae,2025-03-21T00:00:29Z,,170226,84,0.66,4,-9.357,0.0543,0.798,0.0,0.0913,0.0762,124.027,4,4.002737850787132,18.0
The Woo (feat. 50 Cent & Roddy Ricch),Shoot For The Stars Aim For The Moon,"Pop Smoke,50 Cent,Roddy Ricch",2025-03-21T00:00:29Z,"brooklyn drill,drill,new york drill,east coast hip hop,melodic rap",201600,69,0.49,1,-5.655,0.104,0.0221,3.77e-06,0.259,0.286,99.7,4,4.731006160164271,1.0
Wishing Well,Legends Never Die,Juice WRLD,2025-03-21T00:00:29Z,"melodic rap,emo rap",194621,79,0.65,9,-6.13,0.128,0.00336,0.0,0.267,0.0804,149.972,4,4.7118412046543465,1.0
ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,"DaBaby,Roddy Ricch",2025-03-21T00:00:29Z,melodic rap,181733,74,0.746,11,-7.956,0.164,0.247,0.0,0.101,0.497,89.977,4,4.941820670773443,1.0
Before You Go,Before You Go,Lewis Capaldi,2025-03-21T00:00:29Z,soft pop,215106,69,0.459,3,-4.858,0.0573,0.604,0.0,0.0885,0.183,111.881,4,5.352498288843258,3.0
Come & Go (with Marshmello),Legends Never Die,"Juice WRLD,Marshmello",2025-03-21T00:00:29Z,"melodic rap,emo rap,edm",205484,75,0.625,0,-5.181,0.0657,0.0172,0.0,0.158,0.535,144.991,4,4.7118412046543465,1.0
Laugh Now Cry Later (feat. Lil Durk),Laugh Now Cry Later (feat. Lil Durk),"Drake,Lil Durk",2025-03-21T00:00:29Z,"rap,hip hop,drill",261492,76,0.761,0,-8.871,0.134,0.244,3.47e-05,0.107,0.522,133.976,4,4.616016427104722,1.0
Got It On Me,Shoot For The Stars Aim For The Moon,Pop Smoke,2025-03-21T00:00:29Z,"brooklyn drill,drill,new york drill",164579,71,0.688,2,-7.258,0.19,0.00815,1.65e-05,0.095,0.195,88.834,4,4.731006160164271,1.0
OK Not To Be OK,OK Not To Be OK,"Marshmello,Demi Lovato",2025-03-21T00:00:29Z,edm,159862,61,0.743,1,-5.025,0.0649,0.0172,0.0,0.0743,0.263,103.072,4,4.542094455852156,4.0
Midnight Sky,Plastic Hearts,Miley Cyrus,2025-03-21T00:00:29Z,,223280,71,0.699,4,-5.535,0.0345,0.00161,0.00177,0.249,0.232,109.976,4,4.328542094455853,3.0
Watermelon Sugar,Fine Line,Harry Styles,2025-03-21T00:00:29Z,,174000,84,0.548,0,-4.209,0.0465,0.122,0.0,0.335,0.557,95.39,4,5.286789869952088,8.0
The Man Who Can't Be Moved,The Script,The Script,2025-03-21T00:00:29Z,,241373,80,0.605,10,-5.051,0.0279,0.437,0.0,0.097,0.308,99.894,4,16.700889801505816,1.0
Best Day Of My Life,"Oh, What A Life",American Authors,2025-03-21T00:00:29Z,,194240,80,0.673,2,-2.392,0.0346,0.0591,0.000227,0.0558,0.536,100.012,4,11.233401779603012,17.0
Glad You Came,Battleground (Deluxe Edition),The Wanted,2025-03-21T00:00:29Z,,197935,76,0.722,7,-3.873,0.0639,0.0319,0.0,0.108,0.452,126.885,4,14.234086242299794,6.0
Dancing Queen,Arrival,ABBA,2025-03-21T00:00:29Z,,230400,84,0.543,9,-6.514,0.0428,0.358,0.000939,0.792,0.754,100.804,4,49.23477070499658,15.0
Best Song Ever,Midnight Memories (Deluxe),One Direction,2025-03-21T00:00:29Z,,200106,76,0.652,1,-2.986,0.0465,0.0227,0.0,0.0789,0.486,118.491,4,11.3347022587269,3.0
Sweet Caroline,Sweet Caroline,Neil Diamond,2025-03-21T00:00:29Z,,203573,76,0.529,11,-16.066,0.0274,0.614,0.000133,0.237,0.579,63.05,4,55.80561259411362,1.0
She's So Lovely,Scouting For Girls (Expanded Edition),Scouting For Girls,2025-03-21T00:00:29Z,,223813,63,0.496,0,-3.313,0.0649,0.0622,0.0,0.0495,0.619,167.144,4,17.52498288843258,2.0
Walking On Sunshine,Katrina & The Waves,Katrina & The Waves,2025-03-21T00:00:29Z,,238733,78,0.597,10,-11.97,0.0371,0.0119,0.166,0.0678,0.944,109.901,4,40.23271731690623,73.0
If I Could Ride a Bike,If I Could Ride a Bike,"Park Bird,Chevy",2025-03-21T00:00:29Z,,203589,55,0.453,1,-10.434,0.0592,0.848,0.0,0.0903,0.392,75.211,3,5.664613278576318,2.0
feel the same,feel the same,"fcj,Chevy",2025-03-21T00:00:29Z,,204713,31,0.765,11,-11.303,0.0359,0.262,0.000162,0.0976,0.47,84.982,4,6.7351129363449695,2.0
Coffee,Coffee,beabadoobee,2025-03-21T00:00:29Z,bedroom pop,126824,71,0.532,9,-18.208,0.0717,0.982,0.962,0.112,0.301,118.734,4,7.392197125256674,23.0
Come on Eileen,It Means Everything,Save Ferris,2025-03-21T00:00:29Z,"ska,ska punk",249133,52,0.374,2,-6.361,0.0983,0.0539,0.0,0.593,0.325,115.795,4,27.586584531143053,3.0
feelings are fatal,plum blossom,mxmtoon,2025-03-21T00:00:29Z,"bedroom pop,indie pop",124853,54,0.547,0,-16.25,0.138,0.908,0.0,0.0942,0.487,96.221,3,6.3025325119780975,1.0
Grandpop's Uke,Warm,"Forrest.,Biskwiq",2025-03-21T00:00:29Z,,246506,40,0.924,10,-4.823,0.454,0.277,0.0,0.339,0.597,130.055,4,6.737850787132102,2.0
comethru,"summer,",Jeremy Zucker,2025-03-21T00:00:29Z,,181613,72,0.796,0,-11.991,0.0572,0.607,0.0,0.623,0.608,93.976,4,6.494182067077344,10.0
